License Year, Hunting District,Residency,Hunters,Days,Days per Hunter,Total Harvest,Bucks,Does,Fawns
2008,690,SUM,984,2978,3,632,388,234,11,
2008,700,N,736,2801,4,684,360,298,26,
2008,700,R,2731,9094,3,2357,1220,1075,63,
2008,700,SUM,3466,11895,3,3041,1580,1373,89,
2008,701,N,667,2476,4,667,311,335,21,
2008,701,R,1876,5695,3,1716,932,741,43,
2008,701,SUM,2543,8171,3,2384,1244,1077,64,
2008,702,N,126,424,3,123,81,43,0,
2008,702,R,411,1167,3,316,205,103,9,
2008,702,SUM,537,1591,3,439,286,145,9,
2008,703,N,368,1528,4,334,112,217,5,
2008,703,R,869,2839,3,757,359,378,20,
2008,703,SUM,1237,4367,4,1091,471,595,25,
2008,704,N,544,2277,4,423,269,147,7,
2008,704,R,667,2121,3,510,308,194,9,
2008,704,SUM,1211,4399,4,934,578,340,16,
2008,705,N,1294,4938,4,1376,689,645,43,
2008,705,R,854,2851,3,818,426,361,31,
2008,705,SUM,2148,7789,4,2195,1115,1006,74,
2008,Reg_2,R,30,82,3,26,6,18,2,
2008,Reg_2,SUM,30,82,3,26,6,18,2,
2008,Reg_3,N,348,1540,4,253,185,63,5,
2008,Reg_3,R,4344,16345,4,2843,1571,1221,52,
2008,Reg_3,SUM,4692,17884,4,3096,1755,1284,57,
2008,Reg_4,N,793,3195,4,616,322,270,23,
2008,Reg_4,R,5972,20108,3,3868,2124,1667,78,
2008,Reg_4,SUM,6764,23303,3,4484,2446,1937,102,
2008,Reg_5,N,791,2801,4,546,431,108,8,
2008,Reg_5,R,4566,13328,3,2620,1729,820,72,
2008,Reg_5,SUM,5357,16129,3,3166,2159,928,79,
2008,Reg_6,N,620,2361,4,456,295,153,9,
2008,Reg_6,R,3717,12174,3,2315,1617,662,36,
2008,Reg_6,SUM,4336,14535,3,2771,1912,815,45,
2008,Reg_7,N,3700,14634,4,3640,1844,1694,102,
2008,Reg_7,R,7254,23790,3,6478,3452,2852,174,
2008,Reg_7,SUM,10954,38424,4,10118,5296,4546,276,
2008,Reg_X,N,31,146,5,10,6,3,1,
2008,Reg_X,R,26,117,5,13,11,2,0,
2008,Reg_X,SUM,57,264,5,23,17,5,1,
2008,State,N,6259,24677,4,5520,3082,2291,148,
2008,State,R,25708,85945,3,18164,10509,7241,414,
2008,State,SUM,31967,110621,4,23684,13591,9532,562,
2009,215,R,26,124,5,14,4,9,0,
2009,215,SUM,26,124,5,14,4,9,0,
2009,291,N,0,0,0,0,0,0,0,
2009,291,R,10,63,7,4,4,0,0,
2009,291,SUM,10,63,7,4,4,0,0,
2009,300,N,20,67,3,11,7,4,0,
2009,300,R,234,573,3,121,86,35,0,
2009,300,SUM,254,640,3,131,92,39,0,
2009,301,N,2,4,2,2,0,2,0,
2009,301,R,24,161,7,13,11,2,0,
2009,301,SUM,26,165,6,15,11,4,0,
2009,310,N,25,143,6,12,9,3,0,
2009,310,R,338,1248,4,192,107,84,2,
2009,310,SUM,363,1391,4,204,115,87,2,
2009,311,N,15,57,4,19,7,12,0,
2009,311,R,441,1738,4,287,161,117,9,
2009,311,SUM,456,1795,4,306,168,129,9,
2009,318,N,35,115,3,17,12,5,0,
2009,318,R,452,1124,3,297,175,109,13,
2009,318,SUM,487,1239,3,313,186,114,13,
2009,319,N,0,0,0,0,0,0,0,
2009,319,R,86,250,3,38,23,15,0,
2009,319,SUM,86,250,3,38,23,15,0,
2009,320,N,19,82,5,14,11,3,0,
2009,320,R,200,805,4,104,61,43,0,
2009,320,SUM,219,887,4,118,72,46,0,
2009,321,N,33,121,4,12,9,3,0,
2009,321,R,270,960,4,142,117,22,2,
2009,321,SUM,303,1081,4,153,126,25,2,
2009,330,N,60,205,3,37,24,13,0,
2009,330,R,429,1158,3,255,131,107,17,
2009,330,SUM,489,1363,3,292,155,120,17,
2009,338,N,57,249,4,45,30,10,4,
2009,338,R,448,1618,4,278,159,108,11,
2009,338,SUM,504,1867,4,323,190,119,15,
2009,339,N,15,66,4,8,8,0,0,
2009,339,R,93,317,3,63,42,21,0,
2009,339,SUM,108,383,4,70,50,21,0,
2009,340,N,10,31,3,5,4,1,0,
2009,340,R,122,343,3,74,54,19,2,
2009,340,SUM,132,374,3,79,58,20,2,
2009,341,N,12,41,4,9,7,3,0,
2009,341,R,213,776,4,149,95,54,0,
2009,341,SUM,225,817,4,159,102,57,0,
2009,350,N,12,69,6,0,0,0,0,
2009,350,R,56,169,3,28,20,8,0,
2009,350,SUM,67,238,4,28,20,8,0,
2009,360,N,56,187,3,52,31,15,6,
2009,360,R,428,1399,3,360,191,163,6,
2009,360,SUM,483,1586,3,412,222,177,12,
2009,370,N,0,0,0,0,0,0,0,
2009,370,R,106,371,4,53,25,28,0,
2009,370,SUM,106,371,4,53,25,28,0,
2009,371,N,1,1,1,1,1,0,0,
2009,371,R,101,468,5,50,25,25,0,
2009,371,SUM,102,469,5,51,26,25,0,
2009,380,N,6,37,6,2,1,1,0,
2009,380,R,217,962,4,97,41,47,9,
2009,380,SUM,223,998,5,99,42,48,9,
2009,381,N,3,12,4,0,0,0,0,
2009,381,R,32,134,4,20,15,4,0,
2009,381,SUM,35,146,4,20,15,4,0,
2009,388,N,1,2,2,0,0,0,0,
2009,388,R,95,451,5,48,25,19,5,
2009,388,SUM,96,453,5,48,25,19,5,
2009,390,N,15,71,5,10,7,3,0,
2009,390,R,213,983,5,173,84,82,7,
2009,390,SUM,228,1054,5,183,91,85,7,
2009,401,N,70,278,4,55,39,16,0,
2009,401,R,752,1953,3,603,330,264,9,
2009,401,SUM,822,2231,3,658,369,280,9,
2009,404,N,52,254,5,36,28,9,0,
2009,404,R,658,2816,4,382,201,171,11,
2009,404,SUM,710,3070,4,418,229,179,11,
2009,413,N,7,27,4,2,2,0,0,
2009,413,R,181,702,4,101,58,38,5,
2009,413,SUM,188,729,4,103,60,38,5,
2009,420,N,25,128,5,15,11,5,0,
2009,420,R,122,272,2,64,37,26,0,
2009,420,SUM,147,400,3,79,48,31,0,
2009,430,N,24,70,3,14,10,5,0,
2009,430,R,181,611,3,120,69,48,3,
2009,430,SUM,205,681,3,134,78,52,3,
2009,440,N,0,0,0,0,0,0,0,
2009,440,R,221,742,3,128,52,75,2,
2009,440,SUM,221,742,3,128,52,75,2,
2009,441,N,0,0,0,0,0,0,0,
2009,441,R,16,60,4,7,6,1,0,
2009,441,SUM,16,60,4,7,6,1,0,
2009,444,N,9,36,4,5,4,1,0,
2009,444,R,268,787,3,125,79,41,5,
2009,444,SUM,277,823,3,129,82,42,5,
2009,450,N,39,134,4,37,21,16,0,
2009,450,R,414,1262,3,300,118,167,16,
2009,450,SUM,452,1395,3,338,139,183,16,
2009,455,N,0,0,0,0,0,0,0,
2009,455,R,18,102,6,8,8,0,0,
2009,455,SUM,18,102,6,8,8,0,0,
2009,470,N,26,75,3,20,17,3,0,
2009,470,R,260,816,3,165,96,69,0,
2009,470,SUM,286,892,3,186,113,72,0,
2009,471,N,13,66,5,10,7,3,0,
2009,471,R,108,306,3,68,38,28,2,
2009,471,SUM,121,372,3,78,45,31,2,
2009,473,N,6,27,5,5,4,1,0,
2009,473,R,124,312,3,88,80,7,0,
2009,473,SUM,129,339,3,93,84,9,0,
2009,480,N,97,348,4,53,27,23,3,
2009,480,R,632,2178,3,339,223,107,9,
2009,480,SUM,729,2526,4,392,251,129,12,
2009,481,N,61,251,4,38,27,12,0,
2009,481,R,415,1390,3,193,130,57,6,
2009,481,SUM,476,1641,3,231,157,69,6,
2009,490,N,36,115,3,30,22,6,2,
2009,490,R,372,1002,3,281,131,135,15,
2009,490,SUM,408,1117,3,311,153,141,17,
2009,491,N,43,110,3,28,11,17,0,
2009,491,R,274,745,3,165,93,61,11,
2009,491,SUM,317,856,3,193,104,78,11,
2009,500,N,65,280,4,63,37,23,3,
2009,500,R,303,797,3,182,109,73,0,
2009,500,SUM,368,1077,3,245,146,96,3,
2009,501,N,57,204,4,49,24,25,0,
2009,501,R,447,1267,3,356,185,157,15,
2009,501,SUM,503,1471,3,406,209,182,15,
2009,510,N,75,306,4,68,38,28,2,
2009,510,R,305,858,3,253,134,106,12,
2009,510,SUM,380,1164,3,321,172,134,15,
2009,511,N,23,105,5,17,17,0,0,
2009,511,R,432,1544,4,296,220,76,0,
2009,511,SUM,455,1648,4,313,237,76,0,
2009,512,N,8,42,5,8,5,2,0,
2009,512,R,102,369,4,68,53,12,2,
2009,512,SUM,110,411,4,75,59,15,2,
2009,513,N,61,251,4,42,35,7,0,
2009,513,R,427,1312,3,240,177,63,0,
2009,513,SUM,488,1562,3,281,211,70,0,
2009,514,N,6,17,3,3,3,0,0,
2009,514,R,159,642,4,89,70,17,2,
2009,514,SUM,165,659,4,91,73,17,2,
2009,530,N,96,372,4,46,36,10,0,
2009,530,R,520,1345,3,308,234,72,3,
2009,530,SUM,615,1717,3,354,270,81,3,
2009,540,N,19,66,3,14,13,2,0,
2009,540,R,185,530,3,78,45,33,0,
2009,540,SUM,204,596,3,92,58,34,0,
2009,550,N,27,101,4,20,15,5,0,
2009,550,R,246,924,4,127,82,45,0,
2009,550,SUM,273,1025,4,147,97,50,0,
2009,560,N,44,169,4,28,21,8,0,
2009,560,R,640,2175,3,378,265,104,9,
2009,560,SUM,685,2345,3,406,285,112,9,
2009,570,N,147,554,4,105,84,21,0,
2009,570,R,1005,2507,3,634,477,151,6,
2009,570,SUM,1152,3062,3,739,561,172,6,
2009,590,N,105,398,4,93,62,29,2,
2009,590,R,449,1259,3,416,186,215,16,
2009,590,SUM,554,1657,3,509,248,244,18,
2009,600,N,79,257,3,55,42,13,0,
2009,600,R,802,2506,3,572,417,144,10,
2009,600,SUM,881,2763,3,626,459,157,10,
2009,620,N,184,781,4,147,94,53,0,
2009,620,R,1090,3822,4,865,609,234,22,
2009,620,SUM,1274,4603,4,1012,703,287,22,
2009,630,N,27,131,5,14,11,3,0,
2009,630,R,186,649,4,100,84,16,0,
2009,630,SUM,213,779,4,114,95,19,0,
2009,650,N,104,414,4,100,69,31,0,
2009,650,R,527,1469,3,345,260,77,8,
2009,650,SUM,632,1883,3,445,330,107,8,
2009,670,N,43,157,4,30,27,3,0,
2009,670,R,266,977,4,174,142,30,2,
2009,670,SUM,309,1134,4,204,169,33,2,
2009,690,N,122,442,4,119,75,42,3,
2009,690,R,909,2626,3,689,404,267,18,
2009,690,SUM,1032,3068,3,808,478,309,21,
2009,700,N,699,2934,4,688,309,368,11,
2009,700,R,2415,8089,3,2271,1148,1068,55,
2009,700,SUM,3113,11023,4,2960,1458,1436,66,
2009,701,N,654,2509,4,520,268,236,16,
2009,701,R,2340,7299,3,1962,1050,882,30,
2009,701,SUM,2993,9807,3,2482,1318,1118,47,
2009,702,N,161,745,5,174,83,88,3,
2009,702,R,454,1490,3,329,211,115,3,
2009,702,SUM,615,2235,4,503,294,203,6,
2009,703,N,352,1478,4,360,160,184,16,
2009,703,R,1087,4222,4,800,467,322,11,
2009,703,SUM,1438,5699,4,1160,628,505,27,
2009,704,N,467,2078,4,365,216,143,5,
2009,704,R,805,2889,4,671,392,271,8,
2009,704,SUM,1272,4967,4,1036,607,415,14,
2009,705,N,1135,4771,4,1068,483,547,38,
2009,705,R,958,3176,3,829,464,345,19,
2009,705,SUM,2093,7947,4,1896,948,892,57,
2009,Reg_2,R,36,188,5,18,9,9,0,
2009,Reg_2,SUM,36,188,5,18,9,9,0,
2009,Reg_3,N,397,1612,4,254,167,77,10,
2009,Reg_3,R,4514,16088,4,2852,1654,1117,81,
2009,Reg_3,SUM,4911,17700,4,3106,1820,1194,91,
2009,Reg_4,N,509,1941,4,350,229,116,6,
2009,Reg_4,R,4941,16079,3,3135,1749,1296,90,
2009,Reg_4,SUM,5450,18019,3,3485,1978,1412,96,
2009,Reg_5,N,738,2893,4,561,393,161,7,
2009,Reg_5,R,5195,15540,3,3423,2235,1123,64,
2009,Reg_5,SUM,5932,18432,3,3983,2628,1284,71,
2009,Reg_6,N,556,2181,4,469,318,149,3,
2009,Reg_6,R,3743,12050,3,2745,1916,769,60,
2009,Reg_6,SUM,4299,14231,3,3214,2234,918,63,
2009,Reg_7,N,3431,14613,4,3186,1526,1571,89,
2009,Reg_7,R,7845,27271,4,6884,3741,3016,127,
2009,Reg_7,SUM,11276,41884,4,10070,5266,4588,216,
2009,Reg_X,N,8,57,7,7,6,2,0,
2009,Reg_X,SUM,19,113,6,7,6,2,0,
2009,State,N,5607,23297,4,4827,2636,2077,114,
2009,State,R,26061,87271,3,19056,11304,7330,422,
2009,State,SUM,31667,110567,4,23884,13940,9406,537,
2010,215,N,0,0,0,0,0,0,0,
2010,215,R,51,138,3,38,19,19,0,
2010,215,SUM,51,138,3,38,19,19,0,
2010,291,R,7,20,3,3,2,2,0,
2010,291,SUM,7,20,3,3,2,2,0,
2010,300,N,32,104,3,21,17,4,0,
2010,300,R,242,800,3,174,117,52,6,
2010,300,SUM,273,904,3,195,133,56,6,
2010,301,N,3,12,4,3,1,2,0,
2010,301,R,22,65,3,8,6,2,0,
2010,301,SUM,25,76,3,11,7,4,0,
2010,310,N,31,147,5,18,17,1,0,
2010,310,R,333,919,3,242,95,147,0,
2010,310,SUM,364,1066,3,260,112,148,0,
2010,311,N,15,60,4,5,5,0,0,
2010,311,R,328,1338,4,182,85,94,4,
2010,311,SUM,343,1398,4,187,90,94,4,
2010,318,N,32,123,4,26,21,5,0,
2010,318,R,589,1575,3,389,177,202,10,
2010,318,SUM,621,1697,3,415,198,207,10,
2010,319,N,0,0,0,0,0,0,0,
2010,319,R,61,205,3,33,20,14,0,
2010,319,SUM,61,205,3,33,20,14,0,
2010,320,N,6,28,5,3,3,0,0,
2010,320,R,118,511,4,64,32,31,2,
2010,320,SUM,124,539,4,67,35,31,2,
2010,321,N,27,112,4,25,14,11,0,
2010,321,R,301,942,3,214,145,64,5,
2010,321,SUM,328,1054,3,239,159,75,5,
2010,330,N,62,228,4,56,34,19,3,
2010,330,R,567,1840,3,425,242,170,13,
2010,330,SUM,628,2068,3,481,276,189,16,
2010,338,N,57,242,4,42,27,13,2,
2010,338,R,399,1753,4,258,129,129,0,
2010,338,SUM,456,1994,4,300,156,142,2,
2010,339,N,11,33,3,10,7,3,0,
2010,339,R,113,460,4,70,54,15,0,
2010,339,SUM,125,494,4,80,61,18,0,
2010,340,N,8,31,4,5,5,0,0,
2010,340,R,127,555,4,72,42,27,4,
2010,340,SUM,135,586,4,77,46,27,4,
2010,341,N,17,75,4,15,13,3,0,
2010,341,R,260,975,4,186,117,69,0,
2010,341,SUM,277,1050,4,201,130,71,0,
2010,350,N,2,22,11,0,0,0,0,
2010,350,R,70,339,5,24,18,6,0,
2010,350,SUM,72,361,5,24,18,6,0,
2010,360,N,52,193,4,41,31,9,2,
2010,360,R,389,1201,3,428,198,222,9,
2010,360,SUM,441,1394,3,469,228,231,10,
2010,370,N,3,14,5,1,0,1,0,
2010,370,R,141,454,3,55,19,34,2,
2010,370,SUM,144,468,3,56,19,35,2,
2010,371,N,8,75,9,3,3,0,0,
2010,371,R,179,766,4,99,45,53,2,
2010,371,SUM,187,841,5,102,48,53,2,
2010,380,N,11,35,3,8,5,3,0,
2010,380,R,150,816,5,59,27,32,0,
2010,380,SUM,161,851,5,67,32,35,0,
2010,381,N,0,0,0,0,0,0,0,
2010,381,R,45,187,4,19,13,5,0,
2010,381,SUM,45,187,4,19,13,5,0,
2010,388,N,0,0,0,0,0,0,0,
2010,388,R,100,547,6,35,20,13,3,
2010,388,SUM,100,547,6,35,20,13,3,
2010,390,N,15,53,4,6,6,0,0,
2010,390,R,213,915,4,115,50,63,2,
2010,390,SUM,228,968,4,121,56,63,2,
2010,401,N,64,279,4,56,30,24,2,
2010,401,R,842,2540,3,824,417,379,28,
2010,401,SUM,905,2819,3,880,447,403,30,
2010,404,N,66,328,5,45,28,15,1,
2010,404,R,845,3253,4,614,316,295,3,
2010,404,SUM,911,3581,4,659,344,311,4,
2010,413,N,10,28,3,4,0,4,0,
2010,413,R,191,760,4,115,43,69,2,
2010,413,SUM,201,787,4,118,43,73,2,
2010,420,N,4,16,4,0,0,0,0,
2010,420,R,82,323,4,34,18,13,3,
2010,420,SUM,87,339,4,34,18,13,3,
2010,430,N,11,42,4,6,4,2,0,
2010,430,R,188,687,4,126,82,44,0,
2010,430,SUM,199,729,4,132,86,46,0,
2010,440,N,6,14,2,2,2,0,0,
2010,440,R,207,760,4,106,52,55,0,
2010,440,SUM,213,774,4,108,53,55,0,
2010,441,N,0,0,0,0,0,0,0,
2010,441,R,23,65,3,15,11,3,0,
2010,441,SUM,23,65,3,15,11,3,0,
2010,444,N,9,27,3,0,0,0,0,
2010,444,R,240,743,3,145,75,70,0,
2010,444,SUM,249,770,3,145,75,70,0,
2010,450,N,28,112,4,28,9,20,0,
2010,450,R,335,1068,3,245,102,138,5,
2010,450,SUM,363,1180,3,273,111,158,5,
2010,455,N,0,0,0,0,0,0,0,
2010,455,R,7,23,3,3,1,1,0,
2010,455,SUM,7,23,3,3,1,1,0,
2010,470,N,17,215,13,14,12,2,0,
2010,470,R,250,808,3,134,93,37,3,
2010,470,SUM,267,1023,4,147,105,39,3,
2010,471,N,8,35,4,10,9,1,0,
2010,471,R,95,302,3,51,35,15,0,
2010,471,SUM,103,338,3,60,44,16,0,
2010,473,N,7,19,3,4,3,1,0,
2010,473,R,116,331,3,87,78,9,0,
2010,473,SUM,123,350,3,91,81,10,0,
2010,480,N,36,164,5,17,15,2,0,
2010,480,R,238,956,4,114,101,13,0,
2010,480,SUM,274,1120,4,131,117,14,0,
2010,481,N,21,85,4,8,8,0,0,
2010,481,R,147,698,5,44,29,15,0,
2010,481,SUM,169,783,5,52,38,15,0,
2010,490,N,44,152,3,44,20,25,0,
2010,490,R,413,1117,3,329,112,214,3,
2010,490,SUM,457,1269,3,373,132,239,3,
2010,491,N,39,146,4,20,12,9,0,
2010,491,R,286,690,2,169,75,90,5,
2010,491,SUM,325,836,3,190,87,98,5,
2010,500,N,70,260,4,43,32,10,0,
2010,500,R,360,1006,3,258,136,111,11,
2010,500,SUM,429,1266,3,301,168,122,11,
2010,501,N,35,123,4,18,11,7,0,
2010,501,R,281,710,3,169,115,52,1,
2010,501,SUM,316,833,3,186,127,58,1,
2010,510,N,136,450,3,115,76,39,0,
2010,510,R,434,1136,3,329,160,169,0,
2010,510,SUM,570,1586,3,443,236,207,0,
2010,511,N,36,106,3,22,14,8,0,
2010,511,R,400,1409,4,256,167,85,4,
2010,511,SUM,436,1516,4,278,181,93,4,
2010,512,N,14,51,4,12,10,1,1,
2010,512,R,109,389,4,63,48,16,0,
2010,512,SUM,123,440,4,75,57,17,1,
2010,513,N,52,188,4,32,22,10,0,
2010,513,R,349,955,3,167,105,59,3,
2010,513,SUM,401,1143,3,199,127,70,3,
2010,514,N,8,41,5,1,1,0,0,
2010,514,R,141,443,3,90,53,36,1,
2010,514,SUM,149,484,3,91,54,36,1,
2010,530,N,54,209,4,38,32,6,0,
2010,530,R,464,1379,3,263,197,66,0,
2010,530,SUM,517,1587,3,301,229,72,0,
2010,540,N,18,71,4,11,11,0,0,
2010,540,R,104,382,4,51,31,20,0,
2010,540,SUM,121,452,4,62,42,20,0,
2010,550,N,16,64,4,8,7,1,0,
2010,550,R,186,715,4,89,54,34,2,
2010,550,SUM,202,779,4,98,61,35,2,
2010,560,N,51,167,3,37,18,19,0,
2010,560,R,792,2608,3,462,265,181,16,
2010,560,SUM,843,2775,3,499,283,200,16,
2010,570,N,107,402,4,74,60,14,0,
2010,570,R,809,2221,3,482,374,98,10,
2010,570,SUM,916,2623,3,556,433,112,10,
2010,590,N,133,444,3,92,72,17,3,
2010,590,R,481,1319,3,388,196,172,20,
2010,590,SUM,614,1763,3,481,269,189,23,
2010,600,N,79,293,4,56,47,9,0,
2010,600,R,756,2535,3,475,343,126,5,
2010,600,SUM,835,2828,3,531,391,136,5,
2010,620,N,154,592,4,129,109,17,3,
2010,620,R,1030,3351,3,798,518,265,15,
2010,620,SUM,1183,3943,3,927,627,282,18,
2010,630,N,38,146,4,18,18,0,0,
2010,630,R,167,630,4,89,80,8,0,
2010,630,SUM,204,777,4,107,98,8,0,
2010,650,N,87,256,3,78,56,23,0,
2010,650,R,640,1898,3,464,317,141,7,
2010,650,SUM,727,2154,3,542,373,163,7,
2010,670,N,55,206,4,40,35,5,0,
2010,670,R,280,1004,4,166,138,26,2,
2010,670,SUM,336,1210,4,206,173,31,2,
2010,690,N,92,312,3,65,55,10,0,
2010,690,R,896,2884,3,840,498,331,11,
2010,690,SUM,987,3195,3,906,554,341,11,
2010,700,N,199,759,4,152,122,30,0,
2010,700,R,2196,7195,3,1637,1109,504,24,
2010,700,SUM,2395,7954,3,1789,1231,534,24,
2010,701,N,389,1450,4,286,223,60,3,
2010,701,R,2066,5830,3,1309,966,338,5,
2010,701,SUM,2455,7280,3,1595,1189,398,8,
2010,702,N,61,235,4,47,28,19,0,
2010,702,R,449,1475,3,277,215,59,3,
2010,702,SUM,510,1710,3,324,243,78,3,
2010,703,N,119,446,4,78,61,17,0,
2010,703,R,796,2807,4,490,334,153,3,
2010,703,SUM,915,3253,4,568,395,170,3,
2010,704,N,236,1024,4,138,115,20,3,
2010,704,R,686,2296,3,420,291,124,5,
2010,704,SUM,922,3320,4,558,406,144,8,
2010,705,N,493,1946,4,346,302,40,4,
2010,705,R,800,2787,4,619,447,167,5,
2010,705,SUM,1293,4733,4,965,749,206,10,
2010,Reg_2,R,57,157,3,41,20,21,0,
2010,Reg_2,SUM,57,157,3,41,20,21,0,
2010,Reg_3,N,382,1606,4,287,208,72,7,
2010,Reg_3,R,4637,17168,4,3151,1650,1444,58,
2010,Reg_3,SUM,5019,18774,4,3438,1857,1516,65,
2010,Reg_4,N,366,1662,5,257,150,103,3,
2010,Reg_4,R,4439,15176,3,3153,1642,1459,51,
2010,Reg_4,SUM,4805,16838,4,3410,1793,1562,55,
2010,Reg_5,N,723,2582,4,504,368,132,4,
2010,Reg_5,R,4831,14673,3,3067,1900,1098,69,
2010,Reg_5,SUM,5553,17255,3,3571,2268,1230,73,
2010,Reg_6,N,501,1805,4,387,320,63,3,
2010,Reg_6,R,3738,12301,3,2832,1895,898,40,
2010,Reg_6,SUM,4239,14106,3,3219,2215,961,43,
2010,Reg_7,N,1483,5917,4,1052,854,188,10,
2010,Reg_7,R,6840,22443,3,4757,3367,1344,46,
2010,Reg_7,SUM,8323,28360,3,5809,4221,1533,55,
2010,State,N,3452,13605,4,2487,1901,558,28,
2010,State,R,24254,81918,3,17001,10473,6263,265,
2010,State,SUM,27706,95523,3,19488,12374,6822,292,
2011,215,N,2,4,2,2,2,0,0,
2011,215,R,46,163,4,32,18,14,0,
2011,215,SUM,48,167,4,34,20,14,0,
2011,291,R,6,19,3,5,2,3,0,
2011,291,SUM,6,19,3,5,2,3,0,
2011,300,N,30,83,3,20,15,5,0,
2011,300,R,261,726,3,120,69,52,0,
2011,300,SUM,291,809,3,140,83,57,0,
2011,301,N,0,0,0,0,0,0,0,
2011,301,R,23,55,2,9,7,2,0,
2011,301,SUM,23,55,2,9,7,2,0,
2011,310,N,17,70,4,10,4,6,0,
2011,310,R,372,1218,3,254,107,145,2,
2011,310,SUM,389,1288,3,265,112,151,2,
2011,311,N,14,39,3,11,9,2,0,
2011,311,R,329,1259,4,216,100,114,3,
2011,311,SUM,344,1298,4,227,109,115,3,
2011,318,N,24,73,3,26,18,8,0,
2011,318,R,608,1874,3,340,142,180,18,
2011,318,SUM,632,1947,3,366,160,187,18,
2011,319,N,1,1,1,1,0,1,0,
2011,319,R,76,273,4,43,30,13,0,
2011,319,SUM,77,274,4,44,30,14,0,
2011,320,N,1,4,4,1,1,0,0,
2011,320,R,77,380,5,45,24,20,0,
2011,320,SUM,78,384,5,46,25,20,0,
2011,321,N,14,33,2,9,7,1,0,
2011,321,R,308,960,3,210,147,63,0,
2011,321,SUM,322,993,3,219,154,64,0,
2011,330,N,38,164,4,20,18,2,0,
2011,330,R,473,1530,3,325,158,156,12,
2011,330,SUM,511,1694,3,345,176,158,12,
2011,338,N,38,134,4,17,15,2,0,
2011,338,R,319,1340,4,172,92,78,2,
2011,338,SUM,358,1474,4,189,107,80,2,
2011,339,N,5,8,2,5,5,0,0,
2011,339,R,112,374,3,78,68,10,0,
2011,339,SUM,117,381,3,83,73,10,0,
2011,340,N,5,11,2,5,3,2,0,
2011,340,R,125,510,4,75,53,22,0,
2011,340,SUM,130,520,4,80,56,23,0,
2011,341,N,8,33,4,3,3,0,0,
2011,341,R,262,1008,4,175,96,78,1,
2011,341,SUM,269,1041,4,178,99,78,1,
2011,350,N,0,0,0,0,0,0,0,
2011,350,R,67,263,4,36,27,9,0,
2011,350,SUM,67,263,4,36,27,9,0,
2011,360,N,47,171,4,45,34,11,0,
2011,360,R,446,1570,4,367,202,155,10,
2011,360,SUM,492,1741,4,412,236,167,10,
2011,370,N,3,15,5,0,0,0,0,
2011,370,R,117,371,3,40,13,24,4,
2011,370,SUM,120,385,3,40,13,24,4,
2011,371,N,3,6,2,0,0,0,0,
2011,371,R,172,733,4,89,36,50,4,
2011,371,SUM,175,738,4,89,36,50,4,
2011,380,N,8,35,5,5,5,0,0,
2011,380,R,177,1007,6,70,20,49,0,
2011,380,SUM,185,1042,6,75,25,49,0,
2011,381,N,0,0,0,0,0,0,0,
2011,381,R,29,132,5,15,13,3,0,
2011,381,SUM,29,132,5,15,13,3,0,
2011,388,N,0,0,0,0,0,0,0,
2011,388,R,73,350,5,45,19,24,2,
2011,388,SUM,73,350,5,45,19,24,2,
2011,390,N,13,43,3,1,1,0,0,
2011,390,R,253,1294,5,104,50,50,4,
2011,390,SUM,265,1337,5,105,51,50,4,
2011,401,N,32,105,3,20,13,7,0,
2011,401,R,638,2176,3,442,235,189,18,
2011,401,SUM,670,2281,3,463,248,196,18,
2011,404,N,46,175,4,40,30,8,2,
2011,404,R,691,2851,4,421,264,155,2,
2011,404,SUM,737,3026,4,461,294,162,4,
2011,413,N,11,32,3,10,5,5,0,
2011,413,R,254,1002,4,144,69,75,0,
2011,413,SUM,265,1034,4,154,74,80,0,
2011,420,N,3,13,5,3,2,1,0,
2011,420,R,60,301,5,30,19,9,1,
2011,420,SUM,63,314,5,32,21,10,1,
2011,430,N,18,66,4,13,9,4,0,
2011,430,R,159,485,3,108,61,42,5,
2011,430,SUM,177,551,3,121,70,46,5,
2011,440,N,4,23,6,0,0,0,0,
2011,440,R,198,842,4,115,73,39,3,
2011,440,SUM,202,864,4,115,73,39,3,
2011,441,N,0,0,0,0,0,0,0,
2011,441,R,24,107,5,12,9,3,0,
2011,441,SUM,24,107,5,12,9,3,0,
2011,444,N,8,48,6,6,5,1,0,
2011,444,R,215,722,3,103,68,33,2,
2011,444,SUM,222,770,4,108,73,34,2,
2011,450,N,14,65,5,11,6,5,0,
2011,450,R,294,907,3,195,69,119,6,
2011,450,SUM,308,971,3,206,75,124,6,
2011,455,N,0,0,0,0,0,0,0,
2011,455,R,17,32,2,8,8,0,0,
2011,455,SUM,17,32,2,8,8,0,0,
2011,470,N,9,38,4,6,6,0,0,
2011,470,R,160,557,4,79,57,23,0,
2011,470,SUM,169,595,4,85,63,23,0,
2011,471,N,5,8,2,5,3,2,0,
2011,471,R,85,263,3,48,34,14,0,
2011,471,SUM,90,271,3,53,37,16,0,
2011,473,N,7,20,3,5,5,0,0,
2011,473,R,120,251,2,77,66,11,0,
2011,473,SUM,127,272,2,82,71,11,0,
2011,480,N,31,111,4,22,22,0,0,
2011,480,R,218,708,3,106,86,18,3,
2011,480,SUM,249,819,3,128,107,18,3,
2011,481,N,8,33,4,4,4,0,0,
2011,481,R,132,461,4,44,31,13,0,
2011,481,SUM,140,493,4,48,35,13,0,
