License Year, Hunting District,Deer Species,Residency,Hunters,Days,Days per Hunter,Total Harvest,Bucks,Does,Fawns,Bow,Rifle,Less than 4 Points, 4 or More Points
2009,315,wt,SUM,2066,9793,5,751,288,452,11,72,679,60,209
2009,316,all_deer,N,36,252,7,11,11,0,0,0,11,6,6
2009,316,all_deer,R,72,572,8,17,14,3,0,3,14,6,6
2009,316,all_deer,SUM,107,824,8,28,25,3,0,3,25,12,12
2009,316,md,N,36,252,7,11,11,0,0,0,11,6,6
2009,316,md,R,72,572,8,12,12,0,0,0,12,6,6
2009,316,md,SUM,107,824,8,23,23,0,0,0,23,12,12
2009,316,wt,N,36,252,7,0,0,0,0,0,0,0,0
2009,316,wt,R,72,572,8,5,2,3,0,3,2,0,0
2009,316,wt,SUM,107,824,8,5,2,3,0,3,2,0,0
2009,317,all_deer,N,108,534,5,60,32,28,0,3,57,1,31
2009,317,all_deer,R,694,3820,6,343,209,134,0,21,322,66,143
2009,317,all_deer,SUM,802,4354,5,402,241,161,0,24,378,67,174
2009,317,md,N,108,534,5,30,21,9,0,0,30,1,20
2009,317,md,R,694,3820,6,104,72,32,0,6,98,27,45
2009,317,md,SUM,802,4354,5,134,93,41,0,6,128,28,64
2009,317,wt,N,108,534,5,30,11,18,0,3,27,0,11
2009,317,wt,R,694,3820,6,239,138,102,0,15,224,39,99
2009,317,wt,SUM,802,4354,5,269,149,120,0,18,251,39,110
2009,318,all_deer,N,27,204,8,7,4,3,0,0,7,0,4
2009,318,all_deer,R,271,1944,7,94,67,27,0,10,84,32,35
2009,318,all_deer,SUM,298,2148,7,102,72,30,0,10,91,32,40
2009,318,md,N,27,204,8,4,4,0,0,0,4,0,4
2009,318,md,R,271,1944,7,77,63,14,0,10,67,32,31
2009,318,md,SUM,298,2148,7,81,67,14,0,10,71,32,35
2009,318,wt,N,27,204,8,3,0,3,0,0,3,0,0
2009,318,wt,R,271,1944,7,17,4,13,0,0,17,0,4
2009,318,wt,SUM,298,2148,7,20,4,16,0,0,20,0,4
2009,319,all_deer,N,52,346,7,13,12,2,0,0,13,7,5
2009,319,all_deer,R,449,2891,6,86,52,31,3,2,84,30,17
2009,319,all_deer,SUM,501,3237,7,100,64,33,3,2,98,36,22
2009,319,md,N,52,346,7,12,12,0,0,0,12,7,5
2009,319,md,R,449,2891,6,66,44,22,0,2,64,30,9
2009,319,md,SUM,501,3237,7,78,56,22,0,2,76,36,14
2009,319,wt,N,52,346,7,2,0,2,0,0,2,0,0
2009,319,wt,R,449,2891,6,20,8,9,3,0,20,0,8
2009,319,wt,SUM,501,3237,7,22,8,11,3,0,22,0,8
2009,320,all_deer,N,297,1789,6,84,42,42,0,0,84,11,31
2009,320,all_deer,R,1278,7629,6,823,316,500,7,71,752,72,237
2009,320,all_deer,SUM,1575,9418,6,907,358,542,7,71,836,83,268
2009,320,md,N,297,1789,6,20,14,6,0,0,20,11,3
2009,320,md,R,1278,7629,6,106,71,32,3,0,106,36,31
2009,320,md,SUM,1575,9418,6,126,85,38,3,0,126,47,34
2009,320,wt,N,297,1789,6,64,28,36,0,0,64,0,28
2009,320,wt,R,1278,7629,6,717,245,468,4,71,646,36,206
2009,320,wt,SUM,1575,9418,6,781,273,504,4,71,710,36,234
2009,321,all_deer,N,153,1139,8,8,8,0,0,3,6,3,6
2009,321,all_deer,R,546,3383,6,98,57,42,0,9,89,21,36
2009,321,all_deer,SUM,698,4522,7,107,65,42,0,12,95,24,41
2009,321,md,N,153,1139,8,8,8,0,0,3,6,3,6
2009,321,md,R,546,3383,6,29,24,5,0,6,23,9,15
2009,321,md,SUM,698,4522,7,37,32,5,0,9,29,12,21
2009,321,wt,N,153,1139,8,0,0,0,0,0,0,0,0
2009,321,wt,R,546,3383,6,69,33,37,0,3,66,12,21
2009,321,wt,SUM,698,4522,7,69,33,37,0,3,66,12,21
2009,322,all_deer,N,301,1757,6,190,97,90,3,32,158,28,65
2009,322,all_deer,R,1226,6083,5,1139,352,756,31,68,1071,99,241
2009,322,all_deer,SUM,1526,7840,5,1329,448,846,34,100,1229,127,306
2009,322,md,N,301,1757,6,60,44,16,0,6,54,25,17
2009,322,md,R,1226,6083,5,163,72,83,9,2,161,42,27
2009,322,md,SUM,1526,7840,5,223,115,99,9,8,215,67,44
2009,322,wt,N,301,1757,6,130,53,74,3,27,104,3,48
2009,322,wt,R,1226,6083,5,976,280,673,22,65,911,57,214
2009,322,wt,SUM,1526,7840,5,1106,333,748,25,92,1014,60,262
2009,323,all_deer,N,157,1214,8,19,14,5,0,0,19,6,8
2009,323,all_deer,R,288,1708,6,48,27,21,0,0,48,9,18
2009,323,all_deer,SUM,445,2921,7,67,41,26,0,0,67,15,26
2009,323,md,N,157,1214,8,13,11,2,0,0,13,6,6
2009,323,md,R,288,1708,6,24,12,12,0,0,24,6,6
2009,323,md,SUM,445,2921,7,37,23,14,0,0,37,12,12
2009,323,wt,N,157,1214,8,6,3,3,0,0,6,0,3
2009,323,wt,R,288,1708,6,24,15,9,0,0,24,3,12
2009,323,wt,SUM,445,2921,7,30,18,12,0,0,30,3,15
2009,324,all_deer,N,134,1130,8,38,18,20,0,6,33,8,10
2009,324,all_deer,R,291,1814,6,56,46,6,3,0,56,20,26
2009,324,all_deer,SUM,425,2944,7,94,65,26,3,6,88,29,36
2009,324,md,N,134,1130,8,9,4,5,0,3,6,3,1
2009,324,md,R,291,1814,6,35,29,6,0,0,35,11,17
2009,324,md,SUM,425,2944,7,44,33,11,0,3,41,14,18
2009,324,wt,N,134,1130,8,29,14,15,0,3,26,6,8
2009,324,wt,R,291,1814,6,21,18,0,3,0,21,9,9
2009,324,wt,SUM,425,2944,7,50,32,15,3,3,47,15,17
2009,325,all_deer,N,402,2107,5,159,114,45,0,4,155,51,64
2009,325,all_deer,R,940,4713,5,461,220,235,6,24,437,69,151
2009,325,all_deer,SUM,1341,6820,5,620,334,280,6,29,592,119,215
2009,325,md,N,402,2107,5,111,76,35,0,3,108,48,28
2009,325,md,R,940,4713,5,255,113,142,0,6,249,51,63
2009,325,md,SUM,1341,6820,5,366,190,177,0,9,358,99,91
2009,325,wt,N,402,2107,5,48,38,10,0,1,47,3,35
2009,325,wt,R,940,4713,5,206,107,93,6,18,188,18,89
2009,325,wt,SUM,1341,6820,5,254,145,103,6,20,234,21,124
2009,326,all_deer,N,140,887,6,74,20,54,0,0,74,8,11
2009,326,all_deer,R,541,2566,5,267,106,151,11,9,258,45,59
2009,326,all_deer,SUM,681,3452,5,341,126,205,11,9,332,53,70
2009,326,md,N,140,887,6,49,14,35,0,0,49,8,6
2009,326,md,R,541,2566,5,174,59,105,11,0,174,36,21
2009,326,md,SUM,681,3452,5,224,73,140,11,0,224,44,27
2009,326,wt,N,140,887,6,25,6,19,0,0,25,0,6
2009,326,wt,R,541,2566,5,93,47,46,0,9,84,9,38
2009,326,wt,SUM,681,3452,5,117,53,64,0,9,108,9,44
2009,327,all_deer,N,172,1119,7,23,23,0,0,0,23,8,14
2009,327,all_deer,R,242,1246,5,32,17,15,0,0,32,6,11
2009,327,all_deer,SUM,414,2365,6,55,40,15,0,0,55,14,25
2009,327,md,N,172,1119,7,14,14,0,0,0,14,6,8
2009,327,md,R,242,1246,5,20,14,6,0,0,20,6,8
2009,327,md,SUM,414,2365,6,34,28,6,0,0,34,12,17
2009,327,wt,N,172,1119,7,8,8,0,0,0,8,3,6
2009,327,wt,R,242,1246,5,12,3,9,0,0,12,0,3
2009,327,wt,SUM,414,2365,6,21,11,9,0,0,21,3,9
2009,328,all_deer,N,118,538,5,7,3,5,0,0,7,3,0
2009,328,all_deer,R,216,1464,7,11,9,2,0,0,11,3,6
2009,328,all_deer,SUM,333,2001,6,19,12,7,0,0,19,6,6
2009,328,md,N,118,538,5,7,3,5,0,0,7,3,0
2009,328,md,R,216,1464,7,11,9,2,0,0,11,3,6
2009,328,md,SUM,333,2001,6,19,12,7,0,0,19,6,6
2009,329,all_deer,N,222,1251,6,26,17,9,0,3,23,8,8
2009,329,all_deer,R,524,2803,5,114,69,45,0,9,104,30,39
2009,329,all_deer,SUM,746,4055,5,139,86,54,0,12,127,38,47
2009,329,md,N,222,1251,6,11,8,3,0,3,8,6,3
2009,329,md,R,524,2803,5,59,39,20,0,3,56,27,12
2009,329,md,SUM,746,4055,5,70,47,23,0,6,65,33,15
2009,329,wt,N,222,1251,6,15,8,6,0,0,15,3,6
2009,329,wt,R,524,2803,5,54,30,25,0,6,48,3,27
2009,329,wt,SUM,746,4055,5,69,38,31,0,6,63,6,33
2009,330,all_deer,N,266,1671,6,86,42,44,0,3,83,8,34
2009,330,all_deer,R,562,3212,6,224,99,125,0,12,212,33,63
2009,330,all_deer,SUM,828,4883,6,310,141,169,0,15,295,41,96
2009,330,md,N,266,1671,6,52,20,33,0,0,52,8,11
2009,330,md,R,562,3212,6,98,48,50,0,9,89,24,24
2009,330,md,SUM,828,4883,6,150,67,83,0,9,142,32,35
2009,330,wt,N,266,1671,6,33,23,11,0,3,30,0,23
2009,330,wt,R,562,3212,6,126,51,75,0,3,123,9,39
2009,330,wt,SUM,828,4883,6,159,73,86,0,6,153,9,61
2009,331,all_deer,N,231,1271,6,62,42,20,0,3,59,20,23
2009,331,all_deer,R,1056,6723,6,325,155,167,3,18,307,72,84
2009,331,all_deer,SUM,1287,7994,6,387,198,187,3,21,366,91,106
2009,331,md,N,231,1271,6,37,28,9,0,3,34,20,8
2009,331,md,R,1056,6723,6,204,102,103,0,3,201,63,39
2009,331,md,SUM,1287,7994,6,241,130,112,0,6,235,82,47
2009,331,wt,N,231,1271,6,25,14,11,0,0,25,0,14
2009,331,wt,R,1056,6723,6,121,54,64,3,15,106,9,45
2009,331,wt,SUM,1287,7994,6,146,68,75,3,15,131,9,59
2009,332,all_deer,N,114,772,7,6,6,0,0,0,6,6,0
2009,332,all_deer,R,307,2074,7,27,24,3,0,3,24,12,12
2009,332,all_deer,SUM,421,2846,7,32,29,3,0,3,29,17,12
2009,332,md,N,114,772,7,6,6,0,0,0,6,6,0
2009,332,md,R,307,2074,7,18,15,3,0,3,15,9,6
2009,332,md,SUM,421,2846,7,23,20,3,0,3,20,14,6
2009,332,wt,N,114,772,7,0,0,0,0,0,0,0,0
2009,332,wt,R,307,2074,7,9,9,0,0,0,9,3,6
2009,332,wt,SUM,421,2846,7,9,9,0,0,0,9,3,6
2009,333,all_deer,N,182,937,5,92,34,56,3,10,82,6,28
2009,333,all_deer,R,1565,8208,5,1035,379,647,9,45,990,125,251
2009,333,all_deer,SUM,1747,9145,5,1127,412,703,12,55,1072,130,279
2009,333,md,N,182,937,5,20,8,11,0,0,20,3,6
2009,333,md,R,1565,8208,5,250,131,120,0,19,231,65,66
2009,333,md,SUM,1747,9145,5,270,139,131,0,19,251,68,71
2009,333,wt,N,182,937,5,73,25,44,3,10,62,3,23
2009,333,wt,R,1565,8208,5,785,248,527,9,26,759,60,185
2009,333,wt,SUM,1747,9145,5,857,273,572,12,36,821,63,208
2009,335,all_deer,N,23,145,6,11,6,5,0,0,11,0,6
2009,335,all_deer,R,466,3120,7,232,134,99,0,14,218,67,67
2009,335,all_deer,SUM,489,3266,7,243,140,104,0,14,230,67,73
2009,335,md,N,23,145,6,10,6,4,0,0,10,0,6
2009,335,md,R,466,3120,7,191,116,75,0,11,180,58,58
2009,335,md,SUM,489,3266,7,201,122,79,0,11,190,58,64
2009,335,wt,N,23,145,6,2,0,2,0,0,2,0,0
2009,335,wt,R,466,3120,7,41,17,24,0,3,38,9,9
2009,335,wt,SUM,489,3266,7,43,17,25,0,3,40,9,9
2009,339,all_deer,N,51,290,6,16,15,1,0,0,16,7,8
2009,339,all_deer,R,644,4140,6,243,112,126,5,2,241,36,67
2009,339,all_deer,SUM,695,4431,6,259,126,127,5,2,257,43,75
2009,339,md,N,51,290,6,11,9,1,0,0,11,7,3
2009,339,md,R,644,4140,6,170,94,74,2,2,168,33,52
2009,339,md,SUM,695,4431,6,180,103,75,2,2,178,40,54
2009,339,wt,N,51,290,6,6,6,0,0,0,6,0,6
2009,339,wt,R,644,4140,6,73,18,52,3,0,73,3,15
2009,339,wt,SUM,695,4431,6,79,23,52,3,0,79,3,20
2009,340,all_deer,N,208,920,4,102,62,36,3,11,90,20,42
2009,340,all_deer,R,1712,10204,6,870,402,462,6,51,819,163,239
2009,340,all_deer,SUM,1920,11124,6,972,464,498,10,62,909,183,281
2009,340,md,N,208,920,4,17,14,3,0,3,14,14,0
2009,340,md,R,1712,10204,6,263,191,72,0,8,256,116,75
2009,340,md,SUM,1920,11124,6,280,205,75,0,11,270,130,75
2009,340,wt,N,208,920,4,84,48,33,3,8,76,6,42
2009,340,wt,R,1712,10204,6,607,211,390,6,44,564,47,164
2009,340,wt,SUM,1920,11124,6,691,259,423,10,52,640,53,206
2009,341,all_deer,N,20,107,6,6,6,0,0,0,6,0,6
2009,341,all_deer,R,357,2696,8,60,36,24,0,3,57,21,15
2009,341,all_deer,SUM,377,2803,7,66,41,24,0,3,63,21,21
2009,341,md,N,20,107,6,6,6,0,0,0,6,0,6
2009,341,md,R,357,2696,8,39,24,15,0,3,36,18,6
2009,341,md,SUM,377,2803,7,44,30,15,0,3,41,18,12
2009,341,wt,N,20,107,6,0,0,0,0,0,0,0,0
2009,341,wt,R,357,2696,8,21,12,9,0,0,21,3,9
2009,341,wt,SUM,377,2803,7,21,12,9,0,0,21,3,9
2009,343,all_deer,N,32,171,5,19,17,2,0,0,19,11,6
2009,343,all_deer,R,758,4981,7,323,196,127,0,16,308,99,92
2009,343,all_deer,SUM,790,5152,7,343,213,129,0,16,327,111,97
2009,343,md,N,32,171,5,16,14,2,0,0,16,11,3
2009,343,md,R,758,4981,7,257,163,94,0,10,247,90,71
2009,343,md,SUM,790,5152,7,273,178,96,0,10,263,102,74
2009,343,wt,N,32,171,5,3,3,0,0,0,3,0,3
2009,343,wt,R,758,4981,7,67,33,34,0,6,60,9,21
2009,343,wt,SUM,790,5152,7,69,36,34,0,6,63,9,24
2009,350,all_deer,N,59,329,6,12,6,6,0,3,9,3,3
2009,350,all_deer,R,608,3985,7,128,76,49,3,9,119,33,43
2009,350,all_deer,SUM,667,4314,7,140,82,55,3,12,128,36,46
2009,350,md,N,59,329,6,6,3,3,0,3,3,0,3
2009,350,md,R,608,3985,7,93,58,32,3,6,87,30,28
2009,350,md,SUM,667,4314,7,99,61,34,3,9,90,30,31
2009,350,wt,N,59,329,6,6,3,3,0,0,6,3,0
2009,350,wt,R,608,3985,7,36,18,18,0,3,33,3,15
2009,350,wt,SUM,667,4314,7,41,21,21,0,3,38,6,15
2009,360,all_deer,N,394,2590,7,152,85,67,0,8,144,34,45
2009,360,all_deer,R,893,4540,5,402,204,193,5,35,367,60,135
2009,360,all_deer,SUM,1287,7129,6,554,288,261,5,42,512,94,180
2009,360,md,N,394,2590,7,53,51,2,0,0,53,23,28
2009,360,md,R,893,4540,5,89,69,20,0,0,89,30,36
2009,360,md,SUM,1287,7129,6,142,119,22,0,0,142,53,64
2009,360,wt,N,394,2590,7,99,34,65,0,8,91,11,17
2009,360,wt,R,893,4540,5,313,135,173,5,35,279,30,99
2009,360,wt,SUM,1287,7129,6,412,169,238,5,42,370,41,116
2009,361,all_deer,N,72,509,7,8,6,2,0,0,8,0,6
2009,361,all_deer,R,112,1001,9,20,9,11,0,0,20,3,6
2009,361,all_deer,SUM,183,1509,8,28,15,13,0,0,28,3,12
2009,361,md,N,72,509,7,8,6,2,0,0,8,0,6
2009,361,md,R,112,1001,9,14,3,11,0,0,14,0,3
2009,361,md,SUM,183,1509,8,22,9,13,0,0,22,0,9
2009,361,wt,N,72,509,7,0,0,0,0,0,0,0,0
2009,361,wt,R,112,1001,9,6,6,0,0,0,6,3,3
2009,361,wt,SUM,183,1509,8,6,6,0,0,0,6,3,3
2009,362,all_deer,N,101,692,7,8,8,0,0,0,8,0,8
2009,362,all_deer,R,215,1348,6,29,18,11,0,0,29,6,9
2009,362,all_deer,SUM,316,2041,7,38,26,11,0,0,38,6,17
2009,362,md,N,101,692,7,3,3,0,0,0,3,0,3
2009,362,md,R,215,1348,6,18,12,6,0,0,18,6,3
2009,362,md,SUM,316,2041,7,21,15,6,0,0,21,6,6
2009,362,wt,N,101,692,7,6,6,0,0,0,6,0,6
2009,362,wt,R,215,1348,6,11,6,5,0,0,11,0,6
2009,362,wt,SUM,316,2041,7,17,12,5,0,0,17,0,12
2009,370,all_deer,N,35,250,7,1,0,1,0,0,1,0,0
2009,370,all_deer,R,446,2686,6,115,79,30,6,5,111,36,37
2009,370,all_deer,SUM,481,2936,6,116,79,31,6,5,112,36,37
2009,370,md,N,35,250,7,1,0,1,0,0,1,0,0
2009,370,md,R,446,2686,6,83,61,22,0,2,82,30,29
2009,370,md,SUM,481,2936,6,84,61,23,0,2,83,30,29
2009,370,wt,N,35,250,7,0,0,0,0,0,0,0,0
2009,370,wt,R,446,2686,6,32,18,8,6,3,29,6,9
2009,370,wt,SUM,481,2936,6,32,18,8,6,3,29,6,9
2009,380,all_deer,N,94,629,7,56,38,18,0,5,51,13,25
2009,380,all_deer,R,1991,13533,7,988,565,412,12,32,956,270,285
2009,380,all_deer,SUM,2084,14162,7,1044,603,430,12,37,1007,283,310
2009,380,md,N,94,629,7,24,20,4,0,2,22,13,6
2009,380,md,R,1991,13533,7,515,381,131,3,7,508,223,151
2009,380,md,SUM,2084,14162,7,539,400,135,3,9,529,236,157
2009,380,wt,N,94,629,7,33,19,14,0,3,30,0,19
2009,380,wt,R,1991,13533,7,473,184,280,9,25,449,47,134
2009,380,wt,SUM,2084,14162,7,506,202,294,9,28,478,47,152
2009,388,all_deer,N,16,116,7,15,3,13,0,0,15,0,3
2009,388,all_deer,R,536,3765,7,279,67,203,9,26,253,22,36
2009,388,all_deer,SUM,552,3881,7,294,69,216,9,26,268,22,39
2009,388,md,N,16,116,7,15,3,13,0,0,15,0,3
2009,388,md,R,536,3765,7,142,19,120,3,10,132,10,9
2009,388,md,SUM,552,3881,7,157,22,133,3,10,147,10,12
2009,388,wt,N,16,116,7,0,0,0,0,0,0,0,0
2009,388,wt,R,536,3765,7,137,48,83,6,16,121,12,27
2009,388,wt,SUM,552,3881,7,137,48,83,6,16,121,12,27
2009,390,all_deer,N,39,166,4,22,15,8,0,3,20,2,13
2009,390,all_deer,R,380,1845,5,152,90,62,0,6,146,23,63
2009,390,all_deer,SUM,419,2010,5,174,105,69,0,9,166,25,76
2009,390,md,N,39,166,4,13,13,0,0,3,10,2,11
2009,390,md,R,380,1845,5,87,64,23,0,0,87,17,43
2009,390,md,SUM,419,2010,5,100,77,23,0,3,97,19,54
2009,390,wt,N,39,166,4,10,2,8,0,0,10,0,2
2009,390,wt,R,380,1845,5,65,26,39,0,6,59,6,20
2009,390,wt,SUM,419,2010,5,75,28,47,0,6,69,6,22
2009,391,all_deer,N,124,651,5,67,49,18,0,3,64,13,36
2009,391,all_deer,R,625,4318,7,343,205,135,3,14,329,95,102
2009,391,all_deer,SUM,750,4969,7,410,254,153,3,17,393,108,139
2009,391,md,N,124,651,5,41,38,3,0,3,38,11,27
2009,391,md,R,625,4318,7,199,149,50,0,8,191,80,67
2009,391,md,SUM,750,4969,7,239,187,52,0,11,228,91,94
2009,391,wt,N,124,651,5,27,11,15,0,0,27,2,10
2009,391,wt,R,625,4318,7,145,56,86,3,6,139,15,35
2009,391,wt,SUM,750,4969,7,171,67,101,3,6,165,17,44
2009,392,all_deer,N,67,1582,24,60,45,15,0,5,55,11,34
2009,392,all_deer,R,850,6565,8,384,251,127,6,10,374,108,135
2009,392,all_deer,SUM,917,8146,9,444,296,142,6,15,429,120,169
2009,392,md,N,67,1582,24,31,31,0,0,0,31,11,19
2009,392,md,R,850,6565,8,275,219,56,0,7,268,105,109
2009,392,md,SUM,917,8146,9,305,249,56,0,7,298,117,128
2009,392,wt,N,67,1582,24,30,15,15,0,5,25,0,15
2009,392,wt,R,850,6565,8,109,32,71,6,3,106,3,26
2009,392,wt,SUM,917,8146,9,139,47,86,6,8,131,3,41
2009,393,all_deer,N,250,1384,6,99,59,40,0,3,96,25,34
2009,393,all_deer,R,1372,6936,5,487,226,254,8,14,473,107,113
2009,393,all_deer,SUM,1622,8321,5,586,285,293,8,17,569,132,147
2009,393,md,N,250,1384,6,72,53,19,0,0,72,25,28
2009,393,md,R,1372,6936,5,268,157,105,6,5,263,89,63
2009,393,md,SUM,1622,8321,5,340,211,124,6,5,335,114,91
2009,393,wt,N,250,1384,6,27,6,21,0,3,24,0,6
2009,393,wt,R,1372,6936,5,219,69,148,2,9,210,18,51
2009,393,wt,SUM,1622,8321,5,246,74,170,2,12,234,18,56
2009,3XX,all_deer,N,123,601,5,46,34,12,0,0,46,14,17
2009,3XX,all_deer,R,146,619,4,48,39,9,0,6,42,21,15
2009,3XX,all_deer,SUM,269,1219,5,94,73,21,0,6,88,35,32
2009,3XX,md,N,123,601,5,25,25,0,0,0,25,11,11
2009,3XX,md,R,146,619,4,15,12,3,0,0,15,6,6
2009,3XX,md,SUM,269,1219,5,40,37,3,0,0,40,17,17
2009,3XX,wt,N,123,601,5,21,8,12,0,0,21,3,6
2009,3XX,wt,R,146,619,4,33,27,6,0,6,27,15,9
2009,3XX,wt,SUM,269,1219,5,54,35,18,0,6,48,18,15
2009,400,all_deer,N,112,407,4,79,48,31,0,0,79,17,31
2009,400,all_deer,R,1963,8459,4,1327,721,591,15,27,1300,260,458
2009,400,all_deer,SUM,2076,8865,4,1406,768,622,15,27,1379,277,489
2009,400,md,N,112,407,4,65,42,23,0,0,65,17,25
2009,400,md,R,1963,8459,4,802,457,339,6,18,784,215,239
2009,400,md,SUM,2076,8865,4,868,499,363,6,18,849,232,264
2009,400,wt,N,112,407,4,14,6,8,0,0,14,0,6
2009,400,wt,R,1963,8459,4,525,264,252,9,9,516,45,219
2009,400,wt,SUM,2076,8865,4,538,269,260,9,9,529,45,225
2009,401,all_deer,N,157,666,4,138,90,46,2,6,132,11,79
2009,401,all_deer,R,1681,7757,5,1249,672,559,18,36,1213,149,514
2009,401,all_deer,SUM,1838,8423,5,1387,762,605,20,41,1345,161,592
2009,401,md,N,157,666,4,82,56,24,2,3,80,11,45
2009,401,md,R,1681,7757,5,696,376,311,9,17,678,116,251
2009,401,md,SUM,1838,8423,5,778,432,335,11,20,758,128,296
2009,401,wt,N,157,666,4,55,34,22,0,3,53,0,34
2009,401,wt,R,1681,7757,5,553,296,248,9,18,535,33,263
2009,401,wt,SUM,1838,8423,5,608,330,270,9,21,587,33,297
2009,403,all_deer,N,27,136,5,22,20,2,0,3,19,3,17
2009,403,all_deer,R,270,1030,4,141,99,43,0,3,138,30,66
2009,403,all_deer,SUM,297,1165,4,163,118,45,0,6,157,33,83
2009,403,md,N,27,136,5,14,14,0,0,3,11,3,11
2009,403,md,R,270,1030,4,78,54,24,0,0,78,18,36
2009,403,md,SUM,297,1165,4,92,68,24,0,3,89,21,47
2009,403,wt,N,27,136,5,8,6,2,0,0,8,0,6
2009,403,wt,R,270,1030,4,63,45,19,0,3,61,12,30
2009,403,wt,SUM,297,1165,4,71,50,21,0,3,68,12,36
2009,404,all_deer,N,183,917,5,138,74,65,0,9,129,16,58
2009,404,all_deer,R,2665,13113,5,1886,925,931,29,57,1829,293,618
2009,404,all_deer,SUM,2848,14030,5,2024,999,996,29,66,1958,309,675
2009,404,md,N,183,917,5,112,59,52,0,7,105,13,46
2009,404,md,R,2665,13113,5,825,445,366,14,15,811,182,254
2009,404,md,SUM,2848,14030,5,937,504,418,14,22,915,195,300
2009,404,wt,N,183,917,5,27,14,13,0,2,25,3,11
2009,404,wt,R,2665,13113,5,1061,481,565,15,43,1018,111,364
2009,404,wt,SUM,2848,14030,5,1088,495,578,15,45,1043,113,375
2009,405,all_deer,N,59,250,4,39,20,19,0,0,39,0,20
2009,405,all_deer,R,819,3368,4,521,320,192,10,8,513,89,228
2009,405,all_deer,SUM,877,3618,4,560,339,211,10,8,552,89,248
2009,405,md,N,59,250,4,35,20,15,0,0,35,0,20
2009,405,md,R,819,3368,4,391,237,144,10,0,391,81,156
2009,405,md,SUM,877,3618,4,425,257,159,10,0,425,81,176
2009,405,wt,N,59,250,4,4,0,4,0,0,4,0,0
2009,405,wt,R,819,3368,4,131,83,48,0,8,123,8,72
2009,405,wt,SUM,877,3618,4,135,83,52,0,8,127,8,72
2009,406,all_deer,N,55,234,4,41,14,27,0,0,41,0,14
2009,406,all_deer,R,873,3797,4,561,269,286,6,9,552,87,176
2009,406,all_deer,SUM,928,4031,4,602,283,313,6,9,593,87,190
2009,406,md,N,55,234,4,33,14,19,0,0,33,0,14
2009,406,md,R,873,3797,4,281,140,140,0,0,281,66,69
2009,406,md,SUM,928,4031,4,314,154,159,0,0,314,66,83
2009,406,wt,N,55,234,4,8,0,8,0,0,8,0,0
2009,406,wt,R,873,3797,4,281,128,146,6,9,271,21,108
2009,406,wt,SUM,928,4031,4,288,128,154,6,9,279,21,108
2009,410,all_deer,N,497,3111,6,223,205,18,0,18,205,37,169
2009,410,all_deer,R,1496,6736,5,550,421,126,3,18,532,137,272
2009,410,all_deer,SUM,1993,9847,5,774,626,144,3,37,737,174,440
2009,410,md,N,497,3111,6,198,186,12,0,16,182,34,152
2009,410,md,R,1496,6736,5,408,340,68,0,6,402,128,200
2009,410,md,SUM,1993,9847,5,606,526,80,0,22,584,162,352
2009,410,wt,N,497,3111,6,26,20,6,0,3,23,3,17
2009,410,wt,R,1496,6736,5,142,81,58,3,12,130,9,72
2009,410,wt,SUM,1993,9847,5,168,100,64,3,15,153,12,89
2009,411,all_deer,N,451,2595,6,323,193,127,4,11,312,59,134
2009,411,all_deer,R,2596,13299,5,2152,1121,1011,20,100,2053,258,849
2009,411,all_deer,SUM,3047,15894,5,2475,1314,1137,24,111,2364,318,983
2009,411,md,N,451,2595,6,160,114,46,0,11,149,51,64
2009,411,md,R,2596,13299,5,649,395,249,5,10,639,119,271
2009,411,md,SUM,3047,15894,5,809,509,295,5,22,788,170,334
2009,411,wt,N,451,2595,6,163,79,81,4,0,163,8,70
2009,411,wt,R,2596,13299,5,1503,726,762,15,90,1413,139,578
2009,411,wt,SUM,3047,15894,5,1666,805,843,19,90,1577,148,648
2009,412,all_deer,N,295,1502,5,252,160,88,3,10,241,25,135
2009,412,all_deer,R,1344,6394,5,972,580,383,9,14,958,178,385
2009,412,all_deer,SUM,1639,7895,5,1224,741,471,12,24,1200,203,520
2009,412,md,N,295,1502,5,167,107,57,3,3,164,23,84
2009,412,md,R,1344,6394,5,509,335,174,0,5,504,124,200
2009,412,md,SUM,1639,7895,5,676,442,231,3,8,668,147,284
2009,412,wt,N,295,1502,5,85,53,32,0,8,78,3,51
2009,412,wt,R,1344,6394,5,463,245,209,9,9,454,54,185
2009,412,wt,SUM,1639,7895,5,548,298,241,9,17,532,57,236
2009,413,all_deer,N,146,656,5,77,49,28,0,2,75,8,39
2009,413,all_deer,R,1888,9721,5,1139,559,561,19,62,1077,176,365
2009,413,all_deer,SUM,2034,10376,5,1216,608,589,19,63,1153,185,404
2009,413,md,N,146,656,5,55,35,20,0,0,55,8,25
2009,413,md,R,1888,9721,5,599,378,212,10,12,587,140,229
2009,413,md,SUM,2034,10376,5,654,413,232,10,12,642,149,254
2009,413,wt,N,146,656,5,22,14,8,0,2,20,0,14
2009,413,wt,R,1888,9721,5,540,181,350,9,49,490,36,136
2009,413,wt,SUM,2034,10376,5,562,195,358,9,51,510,36,150
2009,415,all_deer,N,12,56,5,17,11,6,0,0,17,0,11
2009,415,all_deer,R,106,779,7,24,15,9,0,0,24,0,15
2009,415,all_deer,SUM,118,835,7,41,26,15,0,0,41,0,26
2009,415,md,N,12,56,5,14,11,3,0,0,14,0,11
