License Year, Hunting District,Deer Species,Residency,Hunters,Days,Days per Hunter,Total Harvest,Bucks,Does,Fawns,Bow,Rifle,Less than 4 Points, 4 or More Points
2007,210,md,N,110,676,6,10,10,0,0,0,10,6,3
2007,210,md,R,813,4843,6,105,100,5,0,0,105,54,47
2007,210,md,SUM,922,5519,6,115,110,5,0,0,115,60,50
2007,210,wt,N,110,676,6,21,6,15,0,6,15,0,6
2007,210,wt,R,813,4843,6,223,82,133,8,13,210,29,49
2007,210,wt,SUM,922,5519,6,244,88,147,8,20,224,29,55
2007,211,all_deer,N,11,87,8,3,0,3,0,0,3,0,0
2007,211,all_deer,R,198,1428,7,60,55,5,0,5,56,19,36
2007,211,all_deer,SUM,209,1515,7,64,55,9,0,5,59,19,36
2007,211,md,N,11,87,8,0,0,0,0,0,0,0,0
2007,211,md,R,198,1428,7,33,33,0,0,5,29,10,24
2007,211,md,SUM,209,1515,7,33,33,0,0,5,29,10,24
2007,211,wt,N,11,87,8,3,0,3,0,0,3,0,0
2007,211,wt,R,198,1428,7,27,22,5,0,0,27,10,12
2007,211,wt,SUM,209,1515,7,30,22,9,0,0,30,10,12
2007,212,all_deer,N,195,1267,7,38,30,6,3,11,27,17,12
2007,212,all_deer,R,1142,8416,7,433,246,179,9,44,390,119,122
2007,212,all_deer,SUM,1337,9683,7,471,275,185,11,55,417,136,134
2007,212,md,N,195,1267,7,20,20,0,0,8,12,14,6
2007,212,md,R,1142,8416,7,160,132,28,0,5,155,76,51
2007,212,md,SUM,1337,9683,7,180,152,28,0,13,167,90,58
2007,212,wt,N,195,1267,7,18,9,6,3,3,15,3,6
2007,212,wt,R,1142,8416,7,273,113,151,9,38,235,43,71
2007,212,wt,SUM,1337,9683,7,291,123,157,11,41,250,46,77
2007,213,all_deer,N,38,270,7,5,5,0,0,0,5,5,0
2007,213,all_deer,R,378,2856,8,101,48,53,0,5,96,33,14
2007,213,all_deer,SUM,416,3126,8,106,52,53,0,5,100,38,14
2007,213,md,N,38,270,7,5,5,0,0,0,5,5,0
2007,213,md,R,378,2856,8,51,48,3,0,0,51,33,14
2007,213,md,SUM,416,3126,8,56,52,3,0,0,56,38,14
2007,213,wt,N,38,270,7,0,0,0,0,0,0,0,0
2007,213,wt,R,378,2856,8,50,0,50,0,5,45,0,0
2007,213,wt,SUM,416,3126,8,50,0,50,0,5,45,0,0
2007,214,all_deer,N,45,274,6,11,3,8,0,3,8,3,0
2007,214,all_deer,R,374,2230,6,64,38,26,0,0,64,29,10
2007,214,all_deer,SUM,419,2503,6,74,41,33,0,3,71,32,10
2007,214,md,N,45,274,6,6,3,3,0,3,3,3,0
2007,214,md,R,374,2230,6,29,29,0,0,0,29,19,10
2007,214,md,SUM,419,2503,6,35,32,3,0,3,32,22,10
2007,214,wt,N,45,274,6,4,0,4,0,0,4,0,0
2007,214,wt,R,374,2230,6,35,10,26,0,0,35,10,0
2007,214,wt,SUM,419,2503,6,40,10,30,0,0,40,10,0
2007,215,all_deer,N,96,642,7,29,25,4,0,3,26,12,12
2007,215,all_deer,R,940,7540,8,294,175,114,5,0,294,71,105
2007,215,all_deer,SUM,1037,8182,8,324,200,119,5,3,321,83,117
2007,215,md,N,96,642,7,25,25,0,0,3,22,12,12
2007,215,md,R,940,7540,8,113,113,0,0,0,113,42,71
2007,215,md,SUM,1037,8182,8,138,138,0,0,3,135,54,84
2007,215,wt,N,96,642,7,4,0,4,0,0,4,0,0
2007,215,wt,R,940,7540,8,181,62,114,5,0,181,29,33
2007,215,wt,SUM,1037,8182,8,185,62,119,5,0,185,29,33
2007,216,all_deer,N,45,388,9,11,11,0,0,4,7,0,7
2007,216,all_deer,R,243,1449,6,106,69,37,0,0,106,26,43
2007,216,all_deer,SUM,288,1837,6,117,80,37,0,4,113,26,50
2007,216,md,N,45,388,9,7,7,0,0,0,7,0,7
2007,216,md,R,243,1449,6,40,35,5,0,0,40,21,14
2007,216,md,SUM,288,1837,6,47,43,5,0,0,47,21,22
2007,216,wt,N,45,388,9,4,4,0,0,4,0,0,0
2007,216,wt,R,243,1449,6,66,33,33,0,0,66,5,29
2007,216,wt,SUM,288,1837,6,70,37,33,0,4,66,5,29
2007,240,all_deer,N,183,990,5,34,16,19,0,8,26,3,9
2007,240,all_deer,R,2272,14168,6,1017,579,433,5,108,909,249,316
2007,240,all_deer,SUM,2456,15158,6,1051,595,452,5,116,935,252,326
2007,240,md,N,183,990,5,12,12,0,0,0,12,3,9
2007,240,md,R,2272,14168,6,151,129,22,0,13,138,85,45
2007,240,md,SUM,2456,15158,6,164,142,22,0,13,151,88,54
2007,240,wt,N,183,990,5,22,3,19,0,8,14,0,0
2007,240,wt,R,2272,14168,6,866,450,412,5,95,771,164,271
2007,240,wt,SUM,2456,15158,6,888,453,430,5,103,784,164,271
2007,250,all_deer,N,274,1802,7,92,83,9,0,6,86,37,46
2007,250,all_deer,R,1219,9348,8,398,237,148,13,25,374,114,119
2007,250,all_deer,SUM,1492,11150,8,490,320,157,13,31,459,151,165
2007,250,md,N,274,1802,7,65,65,0,0,6,58,34,31
2007,250,md,R,1219,9348,8,111,111,0,0,0,111,67,44
2007,250,md,SUM,1492,11150,8,176,176,0,0,6,169,101,75
2007,250,wt,N,274,1802,7,27,19,9,0,0,27,3,15
2007,250,wt,R,1219,9348,8,287,126,148,13,25,263,47,75
2007,250,wt,SUM,1492,11150,8,315,145,157,13,25,290,50,90
2007,260,all_deer,N,77,445,6,25,4,22,0,11,14,0,0
2007,260,all_deer,R,983,9300,10,1330,219,1097,14,851,479,44,151
2007,260,all_deer,SUM,1060,9745,9,1355,223,1119,14,862,493,44,151
2007,260,md,N,77,445,6,4,0,4,0,0,4,0,0
2007,260,md,R,983,9300,10,51,10,42,0,5,46,0,10
2007,260,md,SUM,1060,9745,9,55,10,45,0,5,50,0,10
2007,260,wt,N,77,445,6,22,4,18,0,11,11,0,0
2007,260,wt,R,983,9300,10,1279,210,1056,14,846,433,44,142
2007,260,wt,SUM,1060,9745,9,1301,213,1073,14,857,444,44,142
2007,261,all_deer,N,50,204,4,7,3,4,0,4,3,3,0
2007,261,all_deer,R,657,4104,6,271,136,132,3,17,255,40,96
2007,261,all_deer,SUM,707,4308,6,278,139,136,3,20,258,43,96
2007,261,md,N,50,204,4,0,0,0,0,0,0,0,0
2007,261,md,R,657,4104,6,53,19,35,0,2,51,2,17
2007,261,md,SUM,707,4308,6,53,19,35,0,2,51,2,17
2007,261,wt,N,50,204,4,7,3,4,0,4,3,3,0
2007,261,wt,R,657,4104,6,218,118,97,3,15,203,38,80
2007,261,wt,SUM,707,4308,6,225,121,101,3,19,206,41,80
2007,270,all_deer,N,182,1383,8,50,41,9,0,5,45,9,32
2007,270,all_deer,R,1825,14689,8,557,214,343,0,49,509,73,136
2007,270,all_deer,SUM,2007,16072,8,607,255,352,0,53,554,82,168
2007,270,md,N,182,1383,8,28,22,6,0,5,23,6,16
2007,270,md,R,1825,14689,8,225,87,138,0,22,203,20,66
2007,270,md,SUM,2007,16072,8,252,109,143,0,26,226,26,83
2007,270,wt,N,182,1383,8,22,19,3,0,0,22,3,16
2007,270,wt,R,1825,14689,8,333,128,205,0,27,306,52,70
2007,270,wt,SUM,2007,16072,8,354,146,208,0,27,327,55,86
2007,280,all_deer,N,84,523,6,20,16,4,0,0,20,3,12
2007,280,all_deer,R,89,501,6,26,24,2,0,0,26,10,14
2007,280,all_deer,SUM,173,1024,6,46,39,7,0,0,46,13,27
2007,280,md,N,84,523,6,16,16,0,0,0,16,3,12
2007,280,md,R,89,501,6,10,10,0,0,0,10,0,10
2007,280,md,SUM,173,1024,6,25,25,0,0,0,25,3,22
2007,280,wt,N,84,523,6,4,0,4,0,0,4,0,0
2007,280,wt,R,89,501,6,17,14,2,0,0,17,10,5
2007,280,wt,SUM,173,1024,6,21,14,7,0,0,21,10,5
2007,281,all_deer,N,156,923,6,29,26,2,0,4,24,4,22
2007,281,all_deer,R,1219,8387,7,456,252,197,8,13,443,53,199
2007,281,all_deer,SUM,1374,9310,7,485,278,199,8,18,467,57,221
2007,281,md,N,156,923,6,20,18,2,0,4,16,4,14
2007,281,md,R,1219,8387,7,122,95,27,0,3,119,28,66
2007,281,md,SUM,1374,9310,7,142,112,30,0,8,135,32,80
2007,281,wt,N,156,923,6,8,8,0,0,0,8,0,8
2007,281,wt,R,1219,8387,7,334,157,169,8,10,324,24,133
2007,281,wt,SUM,1374,9310,7,343,166,169,8,10,333,24,141
2007,282,all_deer,N,10,38,4,3,3,0,0,0,3,0,3
2007,282,all_deer,R,188,991,5,95,43,52,0,9,86,19,24
2007,282,all_deer,SUM,198,1029,5,98,46,52,0,9,90,19,27
2007,282,md,N,10,38,4,3,3,0,0,0,3,0,3
2007,282,md,R,188,991,5,5,5,0,0,0,5,0,5
2007,282,md,SUM,198,1029,5,8,8,0,0,0,8,0,8
2007,282,wt,N,10,38,4,0,0,0,0,0,0,0,0
2007,282,wt,R,188,991,5,90,38,52,0,9,82,19,19
2007,282,wt,SUM,198,1029,5,90,38,52,0,9,82,19,19
2007,283,all_deer,N,80,445,6,40,25,15,0,0,40,6,19
2007,283,all_deer,R,1569,10529,7,648,305,327,16,42,606,114,190
2007,283,all_deer,SUM,1648,10975,7,688,329,342,16,42,646,120,209
2007,283,md,N,80,445,6,12,12,0,0,0,12,6,6
2007,283,md,R,1569,10529,7,94,71,23,0,5,89,33,38
2007,283,md,SUM,1648,10975,7,106,83,23,0,5,101,39,44
2007,283,wt,N,80,445,6,27,12,15,0,0,27,0,12
2007,283,wt,R,1569,10529,7,554,234,305,16,37,517,82,152
2007,283,wt,SUM,1648,10975,7,582,246,320,16,37,545,82,165
2007,284,all_deer,N,9,56,7,3,3,0,0,0,3,0,3
2007,284,all_deer,R,102,595,6,68,19,49,0,41,27,0,19
2007,284,all_deer,SUM,110,651,6,71,22,49,0,41,31,0,22
2007,284,md,N,9,56,7,3,3,0,0,0,3,0,3
2007,284,md,R,102,595,6,0,0,0,0,0,0,0,0
2007,284,md,SUM,110,651,6,3,3,0,0,0,3,0,3
2007,284,wt,N,9,56,7,0,0,0,0,0,0,0,0
2007,284,wt,R,102,595,6,68,19,49,0,41,27,0,19
2007,284,wt,SUM,110,651,6,68,19,49,0,41,27,0,19
2007,285,all_deer,N,231,1226,5,107,62,44,0,8,99,12,50
2007,285,all_deer,R,2245,14732,7,1171,537,589,46,51,1120,196,326
2007,285,all_deer,SUM,2476,15958,6,1278,599,633,46,59,1219,208,376
2007,285,md,N,231,1226,5,26,25,1,0,0,26,6,19
2007,285,md,R,2245,14732,7,107,77,25,5,3,105,38,39
2007,285,md,SUM,2476,15958,6,133,102,26,5,3,131,45,58
2007,285,wt,N,231,1226,5,81,37,43,0,8,73,6,31
2007,285,wt,R,2245,14732,7,1064,460,564,41,49,1015,158,287
2007,285,wt,SUM,2476,15958,6,1145,497,607,41,56,1088,164,318
2007,290,all_deer,N,30,262,9,12,9,3,0,6,6,9,0
2007,290,all_deer,R,187,1497,8,138,45,92,0,108,30,14,31
2007,290,all_deer,SUM,217,1760,8,150,55,95,0,114,36,24,31
2007,290,md,N,30,262,9,6,6,0,0,0,6,6,0
2007,290,md,R,187,1497,8,20,5,15,0,10,10,5,0
2007,290,md,SUM,217,1760,8,26,11,15,0,10,16,11,0
2007,290,wt,N,30,262,9,6,3,3,0,6,0,3,0
2007,290,wt,R,187,1497,8,118,41,77,0,98,20,10,31
2007,290,wt,SUM,217,1760,8,124,44,80,0,104,20,13,31
2007,291,all_deer,N,37,193,5,13,10,3,0,0,13,0,10
2007,291,all_deer,R,354,2478,7,164,91,72,0,5,158,31,61
2007,291,all_deer,SUM,390,2671,7,177,102,76,0,5,172,31,71
2007,291,md,N,37,193,5,7,7,0,0,0,7,0,7
2007,291,md,R,354,2478,7,106,60,46,0,0,106,14,46
2007,291,md,SUM,390,2671,7,113,67,46,0,0,113,14,54
2007,291,wt,N,37,193,5,6,3,3,0,0,6,0,3
2007,291,wt,R,354,2478,7,58,31,26,0,5,52,17,14
2007,291,wt,SUM,390,2671,7,64,34,29,0,5,58,17,17
2007,292,all_deer,N,84,586,7,34,26,9,0,8,27,7,19
2007,292,all_deer,R,1914,13076,7,846,598,232,16,30,816,258,327
2007,292,all_deer,SUM,1998,13662,7,880,624,240,16,37,843,264,346
2007,292,md,N,84,586,7,22,22,0,0,3,19,7,16
2007,292,md,R,1914,13076,7,351,346,5,0,10,341,176,165
2007,292,md,SUM,1998,13662,7,373,368,5,0,13,361,183,180
2007,292,wt,N,84,586,7,12,3,9,0,4,8,0,3
2007,292,wt,R,1914,13076,7,495,253,226,16,20,475,81,162
2007,292,wt,SUM,1998,13662,7,507,256,235,16,25,482,81,165
2007,293,all_deer,N,115,762,7,45,41,4,0,0,45,19,22
2007,293,all_deer,R,992,6929,7,245,179,66,0,26,219,57,122
2007,293,all_deer,SUM,1108,7691,7,290,219,71,0,26,264,76,143
2007,293,md,N,115,762,7,34,34,0,0,0,34,19,16
2007,293,md,R,992,6929,7,112,107,5,0,0,112,43,65
2007,293,md,SUM,1108,7691,7,146,142,5,0,0,146,62,80
2007,293,wt,N,115,762,7,11,6,4,0,0,11,0,6
2007,293,wt,R,992,6929,7,133,71,61,0,26,107,14,57
2007,293,wt,SUM,1108,7691,7,143,78,66,0,26,118,14,63
2007,2XX,all_deer,N,30,160,5,8,0,8,0,0,8,0,0
2007,2XX,all_deer,R,50,141,3,15,10,5,0,0,15,10,0
2007,2XX,all_deer,SUM,80,301,4,22,10,13,0,0,22,10,0
2007,2XX,md,R,50,141,3,5,5,0,0,0,5,5,0
2007,2XX,md,SUM,80,301,4,5,5,0,0,0,5,5,0
2007,2XX,wt,N,30,160,5,8,0,8,0,0,8,0,0
2007,2XX,wt,R,50,141,3,10,5,5,0,0,10,5,0
2007,2XX,wt,SUM,80,301,4,18,5,13,0,0,18,5,0
2007,300,all_deer,N,129,848,7,31,16,14,0,3,28,9,7
2007,300,all_deer,R,289,1395,5,123,66,57,0,5,118,22,39
2007,300,all_deer,SUM,418,2243,5,154,82,72,0,8,146,31,46
2007,300,md,N,129,848,7,24,13,10,0,3,21,6,7
2007,300,md,R,289,1395,5,64,37,26,0,0,64,3,34
2007,300,md,SUM,418,2243,5,87,51,37,0,3,84,9,42
2007,300,wt,N,129,848,7,7,3,4,0,0,7,3,0
2007,300,wt,R,289,1395,5,60,29,31,0,5,55,19,5
2007,300,wt,SUM,418,2243,5,67,32,35,0,5,62,22,5
2007,301,all_deer,N,63,360,6,25,12,12,0,0,25,3,9
2007,301,all_deer,R,719,4514,6,237,162,75,0,18,219,52,105
2007,301,all_deer,SUM,781,4874,6,262,174,88,0,18,244,55,114
2007,301,md,N,63,360,6,9,9,0,0,0,9,3,6
2007,301,md,R,719,4514,6,93,81,13,0,0,93,43,38
2007,301,md,SUM,781,4874,6,103,90,13,0,0,103,46,44
2007,301,wt,N,63,360,6,16,3,12,0,0,16,0,3
2007,301,wt,R,719,4514,6,144,81,63,0,18,126,10,67
2007,301,wt,SUM,781,4874,6,159,84,75,0,18,141,10,70
2007,302,all_deer,N,183,1087,6,72,56,16,0,3,69,31,25
2007,302,all_deer,R,297,1544,5,126,90,35,0,0,126,48,43
2007,302,all_deer,SUM,480,2630,6,197,146,51,0,3,194,79,68
2007,302,md,N,183,1087,6,58,47,11,0,3,55,31,16
2007,302,md,R,297,1544,5,107,71,35,0,0,107,48,24
2007,302,md,SUM,480,2630,6,165,118,47,0,3,162,79,39
2007,302,wt,N,183,1087,6,14,9,4,0,0,14,0,9
2007,302,wt,R,297,1544,5,19,19,0,0,0,19,0,19
2007,302,wt,SUM,480,2630,6,33,28,4,0,0,33,0,28
2007,309,all_deer,N,38,160,4,23,6,13,4,2,21,0,6
2007,309,all_deer,R,651,4033,6,519,171,344,4,102,418,29,138
2007,309,all_deer,SUM,689,4193,6,543,178,357,9,104,439,29,144
2007,309,md,N,38,160,4,3,3,0,0,0,3,0,3
2007,309,md,R,651,4033,6,44,29,16,0,0,44,10,19
2007,309,md,SUM,689,4193,6,47,32,16,0,0,47,10,22
2007,309,wt,N,38,160,4,20,3,13,4,2,18,0,3
2007,309,wt,R,651,4033,6,475,143,328,4,102,373,19,119
2007,309,wt,SUM,689,4193,6,495,146,341,9,104,391,19,122
2007,310,all_deer,N,53,325,6,16,16,0,0,0,16,0,16
2007,310,all_deer,R,210,1789,9,50,29,17,5,2,48,5,24
2007,310,all_deer,SUM,263,2114,8,66,44,17,5,2,64,5,39
2007,310,md,N,53,325,6,9,9,0,0,0,9,0,9
2007,310,md,R,210,1789,9,24,14,9,0,2,22,5,10
2007,310,md,SUM,263,2114,8,33,24,9,0,2,31,5,19
2007,310,wt,N,53,325,6,6,6,0,0,0,6,0,6
2007,310,wt,R,210,1789,9,27,14,7,5,0,27,0,14
2007,310,wt,SUM,263,2114,8,33,21,7,5,0,33,0,21
2007,311,all_deer,N,126,600,5,71,44,28,0,6,65,6,37
2007,311,all_deer,R,1654,7914,5,1039,538,473,28,54,985,176,362
2007,311,all_deer,SUM,1779,8514,5,1111,582,501,28,60,1050,183,399
2007,311,md,N,126,600,5,34,28,6,0,6,28,6,22
2007,311,md,R,1654,7914,5,362,238,121,3,22,340,115,124
2007,311,md,SUM,1779,8514,5,395,266,126,3,28,367,121,146
2007,311,wt,N,126,600,5,38,16,22,0,0,38,0,16
2007,311,wt,R,1654,7914,5,678,300,353,25,32,646,62,238
2007,311,wt,SUM,1779,8514,5,715,316,375,25,32,683,62,254
2007,312,all_deer,N,155,686,4,91,71,17,4,0,91,9,61
2007,312,all_deer,R,1902,11295,6,1467,572,873,22,199,1269,186,381
2007,312,all_deer,SUM,2056,11980,6,1559,642,890,26,199,1360,196,442
2007,312,md,N,155,686,4,37,33,3,0,0,37,6,27
2007,312,md,R,1902,11295,6,273,174,99,0,8,265,91,83
2007,312,md,SUM,2056,11980,6,309,207,102,0,8,301,97,110
2007,312,wt,N,155,686,4,55,37,13,4,0,55,3,34
2007,312,wt,R,1902,11295,6,1195,398,775,22,191,1004,95,298
2007,312,wt,SUM,2056,11980,6,1249,435,788,26,191,1059,98,332
2007,313,all_deer,N,294,1729,6,124,118,6,0,0,124,31,87
2007,313,all_deer,R,368,2328,6,235,103,127,5,10,225,51,52
2007,313,all_deer,SUM,662,4057,6,359,221,133,5,10,349,82,140
2007,313,md,N,294,1729,6,121,115,6,0,0,121,31,84
2007,313,md,R,368,2328,6,178,93,80,5,5,173,51,43
2007,313,md,SUM,662,4057,6,299,209,86,5,5,294,82,127
2007,313,wt,N,294,1729,6,3,3,0,0,0,3,0,3
2007,313,wt,R,368,2328,6,57,10,47,0,5,52,0,10
2007,313,wt,SUM,662,4057,6,60,13,47,0,5,55,0,13
2007,314,all_deer,N,249,1483,6,117,89,27,0,3,114,16,74
2007,314,all_deer,R,927,5212,6,484,243,228,13,30,454,114,124
2007,314,all_deer,SUM,1175,6695,6,600,332,255,13,33,567,130,198
2007,314,md,N,249,1483,6,88,71,17,0,3,85,16,55
2007,314,md,R,927,5212,6,282,186,93,3,15,267,86,95
2007,314,md,SUM,1175,6695,6,370,256,110,3,18,352,101,150
2007,314,wt,N,249,1483,6,29,19,10,0,0,29,0,19
2007,314,wt,R,927,5212,6,202,57,135,10,15,187,29,29
2007,314,wt,SUM,1175,6695,6,230,76,145,10,15,215,29,47
2007,315,all_deer,N,355,1849,5,214,151,63,0,47,167,28,119
2007,315,all_deer,R,1481,7543,5,1098,520,550,28,50,1048,198,322
2007,315,all_deer,SUM,1836,9392,5,1312,672,612,28,97,1215,226,442
2007,315,md,N,355,1849,5,112,93,19,0,6,106,22,72
2007,315,md,R,1481,7543,5,465,293,166,5,29,436,165,128
2007,315,md,SUM,1836,9392,5,577,387,185,5,35,541,187,200
2007,315,wt,N,355,1849,5,102,58,44,0,41,62,6,48
2007,315,wt,R,1481,7543,5,634,227,384,23,21,612,33,194
2007,315,wt,SUM,1836,9392,5,736,285,428,23,62,674,40,242
2007,316,all_deer,N,41,270,7,19,19,0,0,0,19,6,12
2007,316,all_deer,R,74,293,4,19,19,0,0,0,19,5,14
2007,316,all_deer,SUM,115,562,5,38,38,0,0,0,38,11,27
2007,316,md,N,41,270,7,16,16,0,0,0,16,6,9
2007,316,md,R,74,293,4,14,14,0,0,0,14,5,10
2007,316,md,SUM,115,562,5,30,30,0,0,0,30,11,19
2007,316,wt,N,41,270,7,3,3,0,0,0,3,0,3
2007,316,wt,R,74,293,4,5,5,0,0,0,5,0,5
2007,316,wt,SUM,115,562,5,8,8,0,0,0,8,0,8
2007,317,all_deer,N,140,759,5,64,57,7,0,6,58,9,48
2007,317,all_deer,R,767,4016,5,487,291,191,5,36,450,88,197
2007,317,all_deer,SUM,906,4774,5,551,348,199,5,43,508,98,245
2007,317,md,N,140,759,5,28,28,0,0,0,28,9,19
2007,317,md,R,767,4016,5,175,136,39,0,10,165,50,86
2007,317,md,SUM,906,4774,5,203,164,39,0,10,193,60,104
2007,317,wt,N,140,759,5,36,29,7,0,6,30,0,29
2007,317,wt,R,767,4016,5,312,155,153,5,27,285,38,112
2007,317,wt,SUM,906,4774,5,348,184,160,5,33,315,38,141
2007,318,all_deer,N,30,191,6,12,5,6,0,3,8,3,3
2007,318,all_deer,R,414,3219,8,116,100,16,0,0,116,65,35
2007,318,all_deer,SUM,444,3410,8,127,105,22,0,3,124,67,38
2007,318,md,N,30,191,6,12,5,6,0,3,8,3,3
2007,318,md,R,414,3219,8,98,92,6,0,0,98,65,27
2007,318,md,SUM,444,3410,8,109,97,12,0,3,106,67,30
2007,318,wt,N,30,191,6,0,0,0,0,0,0,0,0
2007,318,wt,R,414,3219,8,18,8,10,0,0,18,0,8
2007,318,wt,SUM,444,3410,8,18,8,10,0,0,18,0,8
2007,319,all_deer,N,93,620,7,12,10,2,0,2,9,10,0
2007,319,all_deer,R,523,3419,7,163,85,79,0,3,161,58,26
2007,319,all_deer,SUM,616,4039,7,175,94,80,0,5,170,68,26
2007,319,md,N,93,620,7,12,10,2,0,2,9,10,0
2007,319,md,R,523,3419,7,131,74,56,0,3,128,51,24
2007,319,md,SUM,616,4039,7,143,84,58,0,5,138,61,24
2007,319,wt,N,93,620,7,0,0,0,0,0,0,0,0
2007,319,wt,R,523,3419,7,32,10,22,0,0,32,8,3
2007,319,wt,SUM,616,4039,7,32,10,22,0,0,32,8,3
2007,320,all_deer,N,238,1474,6,148,77,66,4,0,148,25,52
2007,320,all_deer,R,1233,6842,6,948,336,612,0,87,861,81,255
2007,320,all_deer,SUM,1471,8316,6,1096,413,679,4,87,1008,106,307
2007,320,md,N,238,1474,6,66,47,19,0,0,66,25,22
2007,320,md,R,1233,6842,6,191,80,111,0,20,171,29,52
2007,320,md,SUM,1471,8316,6,257,127,130,0,20,237,53,73
2007,320,wt,N,238,1474,6,82,30,47,4,0,82,0,30
2007,320,wt,R,1233,6842,6,757,256,501,0,67,690,52,204
2007,320,wt,SUM,1471,8316,6,839,286,548,4,67,772,52,234
2007,321,all_deer,N,127,1105,9,20,12,8,0,3,17,6,6
2007,321,all_deer,R,444,2513,6,57,43,14,0,2,55,29,14
2007,321,all_deer,SUM,570,3618,6,78,55,22,0,5,72,35,21
2007,321,md,N,127,1105,9,14,9,5,0,3,11,6,3
2007,321,md,R,444,2513,6,31,29,2,0,2,29,19,10
2007,321,md,SUM,570,3618,6,45,38,7,0,5,40,25,13
2007,321,wt,N,127,1105,9,6,3,3,0,0,6,0,3
2007,321,wt,R,444,2513,6,26,14,12,0,0,26,10,5
2007,321,wt,SUM,570,3618,6,33,17,15,0,0,33,10,8
2007,322,all_deer,N,345,1900,6,255,128,120,7,31,224,38,90
2007,322,all_deer,R,1053,5482,5,1380,343,989,48,47,1332,124,219
2007,322,all_deer,SUM,1398,7382,5,1635,471,1109,55,79,1557,162,309
2007,322,md,N,345,1900,6,87,56,31,0,6,81,19,37
2007,322,md,R,1053,5482,5,245,115,130,0,0,245,52,62
2007,322,md,SUM,1398,7382,5,332,171,161,0,6,326,71,100
2007,322,wt,N,345,1900,6,168,72,89,7,25,143,20,53
2007,322,wt,R,1053,5482,5,1135,228,859,48,47,1088,71,157
2007,322,wt,SUM,1398,7382,5,1303,301,948,55,72,1231,91,210
2007,323,all_deer,N,151,1077,7,30,28,2,0,3,27,6,22
2007,323,all_deer,R,192,903,5,46,19,27,0,0,46,0,19
2007,323,all_deer,SUM,342,1980,6,76,47,29,0,3,73,6,41
2007,323,md,N,151,1077,7,24,22,2,0,3,21,6,16
2007,323,md,R,192,903,5,22,10,13,0,0,22,0,10
2007,323,md,SUM,342,1980,6,46,31,15,0,3,43,6,25
2007,323,wt,N,151,1077,7,6,6,0,0,0,6,0,6
2007,323,wt,R,192,903,5,23,10,14,0,0,23,0,10
2007,323,wt,SUM,342,1980,6,30,16,14,0,0,30,0,16
2007,324,all_deer,N,154,1177,8,42,21,21,0,3,39,6,14
2007,324,all_deer,R,334,1721,5,87,45,37,6,0,87,12,33
2007,324,all_deer,SUM,488,2898,6,129,66,58,6,3,126,18,47
2007,324,md,N,154,1177,8,17,17,0,0,3,14,6,11
2007,324,md,R,334,1721,5,36,26,10,0,0,36,7,19
2007,324,md,SUM,488,2898,6,54,43,10,0,3,51,14,30
2007,324,wt,N,154,1177,8,24,3,21,0,0,24,0,3
2007,324,wt,R,334,1721,5,51,19,26,6,0,51,5,14
2007,324,wt,SUM,488,2898,6,75,22,48,6,0,75,5,17
2007,325,all_deer,N,267,1428,5,152,110,42,0,6,145,54,50
2007,325,all_deer,R,963,4608,5,549,267,276,5,64,485,106,162
2007,325,all_deer,SUM,1231,6036,5,700,377,318,5,71,630,160,212
2007,325,md,N,267,1428,5,117,97,21,0,3,114,50,41
2007,325,md,R,963,4608,5,291,136,154,0,24,266,84,52
2007,325,md,SUM,1231,6036,5,408,233,175,0,27,381,134,93
2007,325,wt,N,267,1428,5,34,14,21,0,3,31,4,9
2007,325,wt,R,963,4608,5,258,131,122,5,40,218,22,109
2007,325,wt,SUM,1231,6036,5,292,145,143,5,43,249,26,119
2007,326,all_deer,N,151,886,6,107,51,56,0,5,102,19,30
2007,326,all_deer,R,510,2332,5,410,150,245,15,10,401,67,79
2007,326,all_deer,SUM,661,3218,5,517,201,301,15,15,503,85,109
2007,326,md,N,151,886,6,87,46,41,0,3,84,19,27
2007,326,md,R,510,2332,5,293,117,162,15,10,284,57,55
2007,326,md,SUM,661,3218,5,380,163,202,15,13,368,76,82
2007,326,wt,N,151,886,6,20,5,15,0,2,18,0,3
2007,326,wt,R,510,2332,5,117,33,84,0,0,117,10,24
2007,326,wt,SUM,661,3218,5,137,39,98,0,2,135,10,27
2007,327,all_deer,N,103,657,6,26,26,0,0,9,17,14,12
2007,327,all_deer,R,234,1819,8,63,43,15,5,5,58,24,19
2007,327,all_deer,SUM,336,2476,7,89,69,15,5,14,75,37,32
2007,327,md,N,103,657,6,26,26,0,0,9,17,14,12
2007,327,md,R,234,1819,8,24,19,5,0,0,24,10,10
2007,327,md,SUM,336,2476,7,50,45,5,0,9,41,23,22
2007,327,wt,N,103,657,6,0,0,0,0,0,0,0,0
2007,327,wt,R,234,1819,8,39,24,10,5,5,34,14,10
2007,327,wt,SUM,336,2476,7,39,24,10,5,5,34,14,10
2007,328,all_deer,N,104,672,6,19,12,6,0,3,16,6,6
2007,328,all_deer,R,218,1348,6,43,29,14,0,0,43,14,14
2007,328,all_deer,SUM,322,2020,6,61,41,20,0,3,58,21,21
2007,328,md,N,104,672,6,16,12,3,0,3,12,6,6
2007,328,md,R,218,1348,6,28,24,5,0,0,28,14,10
2007,328,md,SUM,322,2020,6,44,36,8,0,3,41,21,16
2007,328,wt,N,104,672,6,3,0,3,0,0,3,0,0
