License Year, Hunting District,Residency,Hunters,Days,Days per Hunter,Total Harvest,Bulls,Cows,Calves
2012,211,SUM,2,23,12,2,2,0,0,
2012,212,R,4,19,5,2,2,0,0,
2012,212,SUM,4,19,5,2,2,0,0,
2012,214,R,1,15,15,1,1,0,0,
2012,214,SUM,1,15,15,1,1,0,0,
2012,215,R,2,4,2,2,2,0,0,
2012,215,SUM,2,4,2,2,2,0,0,
2012,220,R,3,41,14,3,3,0,0,
2012,220,SUM,3,41,14,3,3,0,0,
2012,230,R,4,90,23,4,4,0,0,
2012,230,SUM,4,90,23,4,4,0,0,
2012,240,N,1,20,20,1,1,0,0,
2012,240,R,2,8,4,0,0,0,0,
2012,240,SUM,3,28,9,1,1,0,0,
2012,250,N,1,3,3,1,1,0,0,
2012,250,R,2,10,5,1,1,0,0,
2012,250,SUM,3,13,4,2,2,0,0,
2012,261,R,2,16,8,2,2,0,0,
2012,261,SUM,2,16,8,2,2,0,0,
2012,270,R,3,53,18,3,3,0,0,
2012,270,SUM,3,53,18,3,3,0,0,
2012,280,R,2,26,13,0,0,0,0,
2012,280,SUM,2,26,13,0,0,0,0,
2012,285,R,2,26,13,1,1,0,0,
2012,285,SUM,2,26,13,1,1,0,0,
2012,291,R,2,60,30,2,2,0,0,
2012,291,SUM,2,60,30,2,2,0,0,
2012,292,R,3,48,16,2,2,0,0,
2012,292,SUM,3,48,16,2,2,0,0,
2012,293,R,2,12,6,2,2,0,0,
2012,293,SUM,2,12,6,2,2,0,0,
2012,300,N,1,5,5,1,1,0,0,
2012,300,R,14,62,4,13,7,5,1,
2012,300,SUM,15,67,4,14,8,5,1,
2012,301,N,0,0,0,0,0,0,0,
2012,301,R,7,85,12,6,4,2,0,
2012,301,SUM,7,85,12,6,4,2,0,
2012,302,N,1,5,5,1,1,0,0,
2012,302,R,1,10,10,0,0,0,0,
2012,302,SUM,2,15,8,1,1,0,0,
2012,303,R,4,17,4,2,2,0,0,
2012,303,SUM,4,17,4,2,2,0,0,
2012,304,R,4,51,13,1,1,0,0,
2012,304,SUM,4,51,13,1,1,0,0,
2012,306,R,1,8,8,1,1,0,0,
2012,306,SUM,1,8,8,1,1,0,0,
2012,308,R,2,26,13,0,0,0,0,
2012,308,SUM,2,26,13,0,0,0,0,
2012,309,R,3,15,5,3,3,0,0,
2012,309,SUM,3,15,5,3,3,0,0,
2012,311,R,5,50,10,3,3,0,0,
2012,311,SUM,5,50,10,3,3,0,0,
2012,312,R,3,23,8,3,3,0,0,
2012,312,SUM,3,23,8,3,3,0,0,
2012,313,R,5,63,13,1,1,0,0,
2012,313,SUM,5,63,13,1,1,0,0,
2012,314,R,2,13,7,2,2,0,0,
2012,314,SUM,2,13,7,2,2,0,0,
2012,315,R,2,42,21,2,2,0,0,
2012,315,SUM,2,42,21,2,2,0,0,
2012,319,R,2,34,17,0,0,0,0,
2012,319,SUM,2,34,17,0,0,0,0,
2012,320,R,7,43,6,6,3,3,0,
2012,320,SUM,7,43,6,6,3,3,0,
2012,322,R,1,15,15,1,1,0,0,
2012,322,SUM,1,15,15,1,1,0,0,
2012,323,R,11,95,9,10,7,3,0,
2012,323,SUM,11,95,9,10,7,3,0,
2012,324,R,9,119,13,8,6,2,0,
2012,324,SUM,9,119,13,8,6,2,0,
2012,325,R,2,6,3,2,2,0,0,
2012,325,SUM,2,6,3,2,2,0,0,
2012,326,R,2,19,10,2,2,0,0,
2012,326,SUM,2,19,10,2,2,0,0,
2012,327,R,3,12,4,3,3,0,0,
2012,327,SUM,3,12,4,3,3,0,0,
2012,329,R,2,8,4,2,2,0,0,
2012,329,SUM,2,8,4,2,2,0,0,
2012,330,R,5,13,3,5,3,2,0,
2012,330,SUM,5,13,3,5,3,2,0,
2012,331,R,12,87,7,11,7,4,0,
2012,331,SUM,12,87,7,11,7,4,0,
2012,332,R,12,107,9,12,8,4,0,
2012,332,SUM,12,107,9,12,8,4,0,
2012,333,R,3,35,12,3,2,1,0,
2012,333,SUM,3,35,12,3,2,1,0,
2012,334,R,11,27,3,11,5,6,0,
2012,334,SUM,11,27,3,11,5,6,0,
2012,335,R,3,13,4,3,3,0,0,
2012,335,SUM,3,13,4,3,3,0,0,
2012,340,R,2,15,8,2,2,0,0,
2012,340,SUM,2,15,8,2,2,0,0,
2012,341,R,2,4,2,2,2,0,0,
2012,341,SUM,2,4,2,2,2,0,0,
2012,350,R,3,180,60,3,3,0,0,
2012,350,SUM,3,180,60,3,3,0,0,
2012,360,R,2,68,34,1,1,0,0,
2012,360,SUM,2,68,34,1,1,0,0,
2012,361,N,1,5,5,0,0,0,0,
2012,361,R,4,14,4,4,4,0,0,
2012,361,SUM,5,19,4,4,4,0,0,
2012,362,R,3,37,12,1,1,0,0,
2012,362,SUM,3,37,12,1,1,0,0,
2012,380,R,7,108,15,6,5,1,0,
2012,380,SUM,7,108,15,6,5,1,0,
2012,382,R,3,43,14,3,3,0,0,
2012,382,SUM,3,43,14,3,3,0,0,
2012,390,R,1,3,3,1,1,0,0,
2012,390,SUM,1,3,3,1,1,0,0,
2012,415,R,2,20,13,2,2,0,0,
2012,415,SUM,2,20,13,2,2,0,0,
2012,494,R,5,68,14,4,2,1,0,
2012,494,SUM,5,68,14,4,2,1,0,
2012,496,R,4,80,20,0,0,0,0,
2012,496,SUM,4,80,20,0,0,0,0,
2012,513,R,3,26,9,2,2,0,0,
2012,513,SUM,3,26,9,2,2,0,0,
2012,514,R,4,27,7,4,4,0,0,
2012,514,SUM,4,27,7,4,4,0,0,
2012,516,R,1,4,4,1,1,0,0,
2012,516,SUM,1,4,4,1,1,0,0,
2012,600,R,2,10,5,2,2,0,0,
2012,600,SUM,2,10,5,2,2,0,0,
2012,Reg_1,N,5,47,9,3,3,0,0,
2012,Reg_1,R,113,1560,14,86,86,0,0,
2012,Reg_1,SUM,118,1607,14,89,89,0,0,
2012,Reg_2,N,2,23,12,2,2,0,0,
2012,Reg_2,R,39,473,12,30,30,0,0,
2012,Reg_2,SUM,41,496,12,32,32,0,0,
2012,Reg_3,N,3,15,5,2,2,0,0,
2012,Reg_3,R,165,1568,10,137,105,31,1,
2012,Reg_3,SUM,168,1583,9,139,107,31,1,
2012,Reg_4,R,10,168,16,5,4,1,0,
2012,Reg_4,SUM,10,168,16,5,4,1,0,
2012,Reg_5,R,8,57,7,7,7,0,0,
2012,Reg_5,SUM,8,57,7,7,7,0,0,
2012,Reg_6,R,2,10,5,2,2,0,0,
2012,Reg_6,SUM,2,10,5,2,2,0,0,
2012,State,N,10,85,9,7,7,0,0,
2012,State,R,337,3835,11,267,234,33,1,
2012,State,SUM,347,3920,11,274,241,33,1,
2013,100,N,1,3,3,1,1,0,0,
2013,100,R,11,151,14,4,4,0,0,
2013,100,SUM,12,154,13,5,5,0,0,
2013,101,N,1,10,10,0,0,0,0,
2013,101,R,11,113,10,7,7,0,0,
2013,101,SUM,12,123,10,7,7,0,0,
2013,102,N,0,0,0,0,0,0,0,
2013,102,R,13,100,8,7,7,0,0,
2013,102,SUM,13,100,8,7,7,0,0,
2013,103,R,3,12,4,3,3,0,0,
2013,103,SUM,3,12,4,3,3,0,0,
2013,104,R,5,125,25,3,3,0,0,
2013,104,SUM,5,125,25,3,3,0,0,
2013,105,N,1,13,13,1,1,0,0,
2013,105,R,17,263,16,11,11,0,0,
2013,105,SUM,18,276,16,12,12,0,0,
2013,106,N,1,4,4,1,1,0,0,
2013,106,R,11,193,18,6,6,0,0,
2013,106,SUM,12,197,16,7,7,0,0,
2013,110,N,1,5,5,1,1,0,0,
2013,110,R,11,172,16,6,6,0,0,
2013,110,SUM,12,177,15,7,7,0,0,
2013,111,N,1,1,1,1,1,0,0,
2013,111,R,9,84,9,9,9,0,0,
2013,111,SUM,10,85,9,10,10,0,0,
2013,112,R,3,119,40,2,2,0,0,
2013,112,SUM,3,119,40,2,2,0,0,
2013,121,R,4,47,12,4,4,0,0,
2013,121,SUM,4,47,12,4,4,0,0,
2013,122,R,4,64,16,3,3,0,0,
2013,122,SUM,4,64,16,3,3,0,0,
2013,125,N,1,3,3,1,1,0,0,
2013,125,R,2,59,30,1,1,0,0,
2013,125,SUM,3,62,21,2,2,0,0,
2013,126,R,1,1,1,1,1,0,0,
2013,126,SUM,1,1,1,1,1,0,0,
2013,140,R,0,0,0,0,0,0,0,
2013,140,SUM,0,0,0,0,0,0,0,
2013,141,R,2,20,10,2,2,0,0,
2013,141,SUM,2,20,10,2,2,0,0,
2013,150,R,1,20,20,0,0,0,0,
2013,150,SUM,1,20,20,0,0,0,0,
2013,210,R,4,77,19,1,1,0,0,
2013,210,SUM,4,77,19,1,1,0,0,
2013,211,R,2,13,7,2,2,0,0,
2013,211,SUM,2,13,7,2,2,0,0,
2013,212,R,4,8,2,4,4,0,0,
2013,212,SUM,4,8,2,4,4,0,0,
2013,214,R,1,15,15,1,1,0,0,
2013,214,SUM,1,15,15,1,1,0,0,
2013,215,R,2,30,15,1,1,0,0,
2013,215,SUM,2,30,15,1,1,0,0,
2013,220,R,3,111,37,3,3,0,0,
2013,220,SUM,3,111,37,3,3,0,0,
2013,230,R,4,19,5,3,3,0,0,
2013,230,SUM,4,19,5,3,3,0,0,
2013,240,R,3,29,10,0,0,0,0,
2013,240,SUM,3,29,10,0,0,0,0,
2013,250,R,3,25,8,1,1,0,0,
2013,250,SUM,3,25,8,1,1,0,0,
2013,261,R,2,50,25,1,1,0,0,
2013,261,SUM,2,50,25,1,1,0,0,
2013,270,R,3,23,8,2,2,0,0,
2013,270,SUM,3,23,8,2,2,0,0,
2013,280,N,1,8,8,0,0,0,0,
2013,280,R,1,14,14,1,1,0,0,
2013,280,SUM,2,22,11,1,1,0,0,
2013,285,R,2,23,12,2,2,0,0,
2013,285,SUM,2,23,12,2,2,0,0,
2013,291,R,2,36,18,0,0,0,0,
2013,291,SUM,2,36,18,0,0,0,0,
2013,292,R,3,76,25,2,2,0,0,
2013,292,SUM,3,76,25,2,2,0,0,
2013,293,R,2,4,2,2,2,0,0,
2013,293,SUM,2,4,2,2,2,0,0,
2013,300,R,14,115,8,12,6,6,0,
2013,300,SUM,14,115,8,12,6,6,0,
2013,301,R,7,25,4,6,5,1,0,
2013,301,SUM,7,25,4,6,5,1,0,
2013,302,R,3,11,4,3,2,1,0,
2013,302,SUM,3,11,4,3,2,1,0,
2013,303,R,4,57,14,4,3,1,0,
2013,303,SUM,4,57,14,4,3,1,0,
2013,304,R,3,26,9,1,1,0,0,
2013,304,SUM,3,26,9,1,1,0,0,
2013,306,R,1,14,14,1,1,0,0,
2013,306,SUM,1,14,14,1,1,0,0,
2013,308,R,2,13,7,0,0,0,0,
2013,308,SUM,2,13,7,0,0,0,0,
2013,309,R,3,13,4,3,3,0,0,
2013,309,SUM,3,13,4,3,3,0,0,
2013,311,R,5,102,20,4,4,0,0,
2013,311,SUM,5,102,20,4,4,0,0,
2013,312,N,1,10,10,0,0,0,0,
2013,312,R,2,52,26,2,2,0,0,
2013,312,SUM,3,62,21,2,2,0,0,
2013,313,N,0,0,0,0,0,0,0,
2013,313,R,4,46,12,2,2,0,0,
2013,313,SUM,4,46,12,2,2,0,0,
2013,314,R,2,19,10,2,2,0,0,
2013,314,SUM,2,19,10,2,2,0,0,
2013,315,R,2,36,18,2,2,0,0,
2013,315,SUM,2,36,18,2,2,0,0,
2013,319,R,2,33,17,1,1,0,0,
2013,319,SUM,2,33,17,1,1,0,0,
2013,320,N,1,7,7,1,0,0,1,
2013,320,R,5,72,14,5,3,2,0,
2013,320,SUM,6,79,13,6,3,2,1,
2013,322,N,1,3,3,1,1,0,0,
2013,322,R,1,15,15,1,1,0,0,
2013,322,SUM,2,18,9,2,2,0,0,
2013,323,R,11,57,5,11,6,3,2,
2013,323,SUM,11,57,5,11,6,3,2,
2013,324,N,1,1,1,1,1,0,0,
2013,324,R,13,76,6,9,7,3,0,
2013,324,SUM,14,77,6,10,8,3,0,
2013,325,N,1,1,1,1,1,0,0,
2013,325,SUM,1,1,1,1,1,0,0,
2013,326,R,3,17,6,3,3,0,0,
2013,326,SUM,3,17,6,3,3,0,0,
2013,327,R,3,56,19,2,2,0,0,
2013,327,SUM,3,56,19,2,2,0,0,
2013,329,R,2,25,13,1,1,0,0,
2013,329,SUM,2,25,13,1,1,0,0,
2013,330,R,5,29,6,3,3,0,0,
2013,330,SUM,5,29,6,3,3,0,0,
2013,331,R,13,151,12,12,8,4,0,
2013,331,SUM,13,151,12,12,8,4,0,
2013,332,R,13,108,8,13,8,4,1,
2013,332,SUM,13,108,8,13,8,4,1,
2013,333,R,3,10,3,3,2,1,0,
2013,333,SUM,3,10,3,3,2,1,0,
2013,334,R,9,47,5,9,4,5,0,
2013,334,SUM,9,47,5,9,4,5,0,
2013,335,R,3,58,19,3,3,0,0,
2013,335,SUM,3,58,19,3,3,0,0,
2013,340,R,4,49,12,4,4,0,0,
2013,340,SUM,4,49,12,4,4,0,0,
2013,341,R,3,30,10,3,3,0,0,
2013,341,SUM,3,30,10,3,3,0,0,
2013,350,R,3,53,18,3,3,0,0,
2013,350,SUM,3,53,18,3,3,0,0,
2013,360,R,3,24,8,0,0,0,0,
2013,360,SUM,3,24,8,0,0,0,0,
2013,361,R,5,86,17,1,1,0,0,
2013,361,SUM,5,86,17,1,1,0,0,
2013,362,R,2,12,6,1,1,0,0,
2013,362,SUM,2,12,6,1,1,0,0,
2013,380,R,7,29,4,7,5,2,0,
2013,380,SUM,7,29,4,7,5,2,0,
2013,382,R,3,30,10,3,3,0,0,
2013,382,SUM,3,30,10,3,3,0,0,
2013,390,R,2,30,15,2,2,0,0,
2013,390,SUM,2,30,15,2,2,0,0,
2013,415,R,3,68,23,2,2,0,0,
2013,415,SUM,3,68,23,2,2,0,0,
2013,494,R,4,20,5,3,3,0,0,
2013,494,SUM,4,20,5,3,3,0,0,
2013,496,R,4,46,12,4,4,0,0,
2013,496,SUM,4,46,12,4,4,0,0,
2013,513,R,3,26,9,2,2,0,0,
2013,513,SUM,3,26,9,2,2,0,0,
2013,514,R,4,65,16,4,4,0,0,
2013,514,SUM,4,65,16,4,4,0,0,
2013,516,R,2,44,22,1,1,0,0,
2013,516,SUM,2,44,22,1,1,0,0,
2013,600,R,2,11,6,2,2,0,0,
2013,600,SUM,2,11,6,2,2,0,0,
2013,Reg_1,N,7,39,6,6,6,0,0,
2013,Reg_1,R,108,1543,14,68,68,0,0,
2013,Reg_1,SUM,115,1582,14,74,74,0,0,
2013,Reg_2,N,1,8,8,0,0,0,0,
2013,Reg_2,R,41,553,14,26,26,0,0,
2013,Reg_2,SUM,42,561,13,26,26,0,0,
2013,Reg_3,N,5,22,4,4,3,0,1,
2013,Reg_3,R,170,1625,10,142,107,32,3,
2013,Reg_3,SUM,175,1647,9,146,110,32,4,
2013,Reg_4,R,11,134,12,9,9,0,0,
2013,Reg_4,SUM,11,134,12,9,9,0,0,
2013,Reg_5,R,9,135,15,7,7,0,0,
2013,Reg_5,SUM,9,135,15,7,7,0,0,
2013,Reg_6,R,2,11,6,2,2,0,0,
2013,Reg_6,SUM,2,11,6,2,2,0,0,
2013,State,N,13,69,5,10,9,0,1,
2013,State,R,342,4010,12,254,218,32,3,
2013,State,SUM,355,4079,12,264,227,32,4,
2014,100,N,0,0,0,0,0,0,0,
2014,100,R,10,175,18,4,4,0,0,
2014,100,SUM,10,175,18,4,4,0,0,
2014,101,R,12,177,15,7,7,0,0,
2014,101,SUM,12,177,15,7,7,0,0,
2014,102,R,8,71,9,4,3,1,0,
2014,102,SUM,8,71,9,4,3,1,0,
2014,103,N,1,3,3,1,1,0,0,
2014,103,R,2,6,3,2,2,0,0,
2014,103,SUM,3,9,3,3,3,0,0,
2014,104,R,5,140,28,3,3,0,0,
2014,104,SUM,5,140,28,3,3,0,0,
2014,105,N,2,18,9,2,2,0,0,
2014,105,R,18,377,21,11,11,0,0,
2014,105,SUM,20,395,20,13,13,0,0,
2014,106,R,12,174,15,10,10,0,0,
2014,106,SUM,12,174,15,10,10,0,0,
2014,110,N,0,0,0,0,0,0,0,
2014,110,R,11,205,19,9,9,0,0,
2014,110,SUM,11,205,19,9,9,0,0,
2014,111,R,10,213,21,8,8,0,0,
2014,111,SUM,10,213,21,8,8,0,0,
2014,112,R,3,29,10,3,3,0,0,
2014,112,SUM,3,29,10,3,3,0,0,
2014,121,R,4,56,14,3,3,0,0,
2014,121,SUM,4,56,14,3,3,0,0,
2014,122,R,4,25,6,4,4,0,0,
2014,122,SUM,4,25,6,4,4,0,0,
2014,125,R,3,34,11,3,3,0,0,
2014,125,SUM,3,34,11,3,3,0,0,
2014,126,R,1,25,25,1,1,0,0,
2014,126,SUM,1,25,25,1,1,0,0,
2014,140,R,2,2,1,2,2,0,0,
2014,140,SUM,2,2,1,2,2,0,0,
2014,141,R,2,28,14,2,2,0,0,
2014,141,SUM,2,28,14,2,2,0,0,
2014,150,R,1,1,1,1,1,0,0,
2014,150,SUM,1,1,1,1,1,0,0,
2014,210,R,4,11,3,4,4,0,0,
2014,210,SUM,4,11,3,4,4,0,0,
2014,211,R,2,6,3,2,2,0,0,
2014,211,SUM,2,6,3,2,2,0,0,
2014,212,R,4,43,11,4,4,0,0,
2014,212,SUM,4,43,11,4,4,0,0,
2014,214,R,1,35,35,1,1,0,0,
2014,214,SUM,1,35,35,1,1,0,0,
2014,215,R,1,25,25,1,1,0,0,
2014,215,SUM,1,25,25,1,1,0,0,
2014,220,R,3,12,4,3,3,0,0,
2014,220,SUM,3,12,4,3,3,0,0,
2014,230,R,4,93,23,3,3,0,0,
2014,230,SUM,4,93,23,3,3,0,0,
2014,240,R,3,19,6,3,3,0,0,
2014,240,SUM,3,19,6,3,3,0,0,
2014,250,R,3,34,11,2,2,0,0,
2014,250,SUM,3,34,11,2,2,0,0,
2014,261,R,2,34,17,1,1,0,0,
2014,261,SUM,2,34,17,1,1,0,0,
2014,270,R,3,30,10,2,2,0,0,
2014,270,SUM,3,30,10,2,2,0,0,
2014,280,R,1,18,18,1,1,0,0,
2014,280,SUM,1,18,18,1,1,0,0,
2014,285,R,2,42,21,2,2,0,0,
2014,285,SUM,2,42,21,2,2,0,0,
2014,291,R,0,0,0,0,0,0,0,
2014,291,SUM,0,0,0,0,0,0,0,
2014,292,R,3,21,7,3,3,0,0,
2014,292,SUM,3,21,7,3,3,0,0,
2014,293,R,2,2,1,2,2,0,0,
2014,293,SUM,2,2,1,2,2,0,0,
2014,300,R,15,138,9,14,8,6,0,
2014,300,SUM,15,138,9,14,8,6,0,
2014,301,R,8,116,14,7,6,1,0,
2014,301,SUM,8,116,14,7,6,1,0,
2014,302,R,2,37,19,2,2,0,0,
2014,302,SUM,2,37,19,2,2,0,0,
2014,303,R,4,30,8,3,2,1,0,
2014,303,SUM,4,30,8,3,2,1,0,
2014,308,R,2,24,12,2,2,0,0,
2014,308,SUM,2,24,12,2,2,0,0,
2014,309,R,3,11,4,3,3,0,0,
2014,309,SUM,3,11,4,3,3,0,0,
2014,310,R,1,1,1,1,1,0,0,
2014,310,SUM,1,1,1,1,1,0,0,
2014,311,R,5,34,7,4,4,0,0,
2014,311,SUM,5,34,7,4,4,0,0,
2014,312,R,4,38,10,4,4,0,0,
2014,312,SUM,4,38,10,4,4,0,0,
2014,313,R,4,46,12,1,1,0,0,
2014,313,SUM,4,46,12,1,1,0,0,
2014,314,R,2,19,10,1,1,0,0,
2014,314,SUM,2,19,10,1,1,0,0,
2014,315,R,2,18,9,2,2,0,0,
2014,315,SUM,2,18,9,2,2,0,0,
2014,319,R,2,43,22,2,2,0,0,
2014,319,SUM,2,43,22,2,2,0,0,
2014,320,R,6,45,8,5,4,1,0,
2014,320,SUM,6,45,8,5,4,1,0,
2014,322,R,2,39,20,1,1,0,0,
2014,322,SUM,2,39,20,1,1,0,0,
2014,323,R,13,143,11,11,10,2,0,
2014,323,SUM,13,143,11,11,10,2,0,
2014,324,R,16,106,7,10,8,2,0,
2014,324,SUM,16,106,7,10,8,2,0,
2014,325,R,4,69,17,4,4,0,0,
2014,325,SUM,4,69,17,4,4,0,0,
2014,326,R,4,25,6,4,4,0,0,
2014,326,SUM,4,25,6,4,4,0,0,
2014,327,R,3,11,4,2,2,0,0,
2014,327,SUM,3,11,4,2,2,0,0,
2014,329,N,1,6,6,1,1,0,0,
2014,329,R,1,16,16,1,1,0,0,
2014,329,SUM,2,22,11,2,2,0,0,
2014,330,N,1,5,5,1,1,0,0,
2014,330,R,4,16,4,3,2,1,0,
2014,330,SUM,5,21,4,4,3,1,0,
2014,331,R,12,62,5,11,8,3,0,
2014,331,SUM,12,62,5,11,8,3,0,
2014,332,N,1,2,2,1,1,0,0,
2014,332,R,12,49,4,12,7,4,1,
2014,332,SUM,13,51,4,13,8,4,1,
2014,333,N,1,5,5,1,1,0,0,
2014,333,R,1,5,5,1,1,0,0,
2014,333,SUM,2,10,5,2,2,0,0,
2014,334,N,1,5,5,1,1,0,0,
2014,334,R,9,13,1,8,4,3,1,
2014,334,SUM,10,18,2,9,5,3,1,
2014,335,R,3,102,34,2,2,0,0,
2014,335,SUM,3,102,34,2,2,0,0,
2014,340,R,4,27,7,3,3,0,0,
2014,340,SUM,4,27,7,3,3,0,0,
2014,341,R,3,62,21,3,3,0,0,
2014,341,SUM,3,62,21,3,3,0,0,
2014,343,R,0,0,0,0,0,0,0,
2014,343,SUM,0,0,0,0,0,0,0,
2014,350,N,1,47,47,0,0,0,0,
2014,350,R,2,15,8,2,2,0,0,
2014,350,SUM,3,62,21,2,2,0,0,
2014,360,R,3,23,8,2,2,0,0,
2014,360,SUM,3,23,8,2,2,0,0,
2014,361,R,5,76,15,4,4,0,0,
2014,361,SUM,5,76,15,4,4,0,0,
2014,362,R,2,49,25,0,0,0,0,
2014,362,SUM,2,49,25,0,0,0,0,
2014,380,R,7,57,8,6,6,0,0,
2014,380,SUM,7,57,8,6,6,0,0,
2014,382,R,3,12,4,2,2,0,0,
2014,382,SUM,3,12,4,2,2,0,0,
2014,390,R,2,24,12,0,0,0,0,
2014,390,SUM,2,24,12,0,0,0,0,
2014,401,R,2,2,1,2,2,0,0,
2014,401,SUM,2,2,1,2,2,0,0,
2014,415,R,3,28,9,2,2,0,0,
2014,415,SUM,3,28,9,2,2,0,0,
2014,441,R,1,16,16,1,1,0,0,
2014,441,SUM,1,16,16,1,1,0,0,
2014,494,R,4,22,6,3,3,0,0,
2014,494,SUM,4,22,6,3,3,0,0,
2014,496,R,4,136,34,3,3,0,0,
2014,496,SUM,4,136,34,3,3,0,0,
2014,513,R,3,47,16,3,3,0,0,
2014,513,SUM,3,47,16,3,3,0,0,
2014,514,R,4,51,13,3,3,0,0,
2014,514,SUM,4,51,13,3,3,0,0,
2014,516,R,2,20,10,1,1,0,0,
2014,516,SUM,2,20,10,1,1,0,0,
2014,600,R,3,10,3,2,2,0,0,
2014,600,SUM,3,10,3,2,2,0,0,
2014,Reg_1,N,3,21,7,3,3,0,0,
2014,Reg_1,R,108,1738,16,76,75,1,0,
2014,Reg_1,SUM,111,1759,16,79,78,1,0,
2014,Reg_2,R,38,425,11,34,34,0,0,
2014,Reg_2,SUM,38,425,11,34,34,0,0,
2014,Reg_3,N,6,70,12,5,5,0,0,
2014,Reg_3,R,175,1601,9,141,115,23,2,
2014,Reg_3,SUM,181,1671,9,146,120,23,2,
2014,Reg_4,R,14,204,15,11,11,0,0,
2014,Reg_4,SUM,14,204,15,11,11,0,0,
2014,Reg_5,R,9,117,13,7,7,0,0,
2014,Reg_5,SUM,9,117,13,7,7,0,0,
2014,Reg_6,R,3,10,3,2,2,0,0,
2014,Reg_6,SUM,3,10,3,2,2,0,0,
2014,State,N,11,102,9,8,8,0,0,
2014,State,R,346,4095,12,270,244,24,2,
2014,State,SUM,357,4197,12,278,252,24,2,
2015,100,N,1,3,3,1,1,0,0,
2015,100,R,11,146,13,10,10,0,0,
2015,100,SUM,12,149,12,11,11,0,0,
2015,101,N,1,12,12,0,0,0,0,
2015,101,R,11,107,11,9,8,1,0,
2015,101,SUM,12,119,11,9,8,1,0,
2015,102,R,7,52,8,7,7,0,0,
2015,102,SUM,7,52,8,7,7,0,0,
2015,103,R,3,21,7,2,2,0,0,
2015,103,SUM,3,21,7,2,2,0,0,
2015,104,N,1,12,12,0,0,0,0,
2015,104,R,4,50,13,1,1,0,0,
2015,104,SUM,5,62,12,1,1,0,0,
2015,105,N,2,24,12,0,0,0,0,
2015,105,R,18,291,16,9,9,0,0,
2015,105,SUM,20,315,16,9,9,0,0,
2015,106,N,1,25,25,0,0,0,0,
2015,106,R,11,95,9,8,8,0,0,
2015,106,SUM,12,120,10,8,8,0,0,
2015,110,N,1,14,14,1,1,0,0,
2015,110,R,11,220,20,10,10,0,0,
2015,110,SUM,12,234,20,11,11,0,0,
2015,111,N,1,10,10,1,1,0,0,
2015,111,R,9,92,10,9,9,0,0,
2015,111,SUM,10,102,10,10,10,0,0,
2015,112,R,3,77,26,2,2,0,0,
2015,112,SUM,3,77,26,2,2,0,0,
2015,121,N,0,0,0,0,0,0,0,
2015,121,R,3,60,20,2,2,0,0,
2015,121,SUM,3,60,20,2,2,0,0,
2015,122,N,1,16,16,1,1,0,0,
2015,122,R,3,46,15,1,1,0,0,
2015,122,SUM,4,62,16,2,2,0,0,
2015,125,R,3,120,40,2,2,0,0,
2015,125,SUM,3,120,40,2,2,0,0,
2015,126,R,0,0,0,0,0,0,0,
2015,126,SUM,0,0,0,0,0,0,0,
2015,140,R,2,31,16,2,2,0,0,
2015,140,SUM,2,31,16,2,2,0,0,
2015,141,R,2,40,20,2,2,0,0,
2015,141,SUM,2,40,20,2,2,0,0,
2015,150,R,0,0,0,0,0,0,0,
2015,150,SUM,0,0,0,0,0,0,0,
2015,210,R,4,12,3,4,4,0,0,
2015,210,SUM,4,12,3,4,4,0,0,
2015,211,N,1,4,4,1,1,0,0,
2015,211,R,0,0,0,0,0,0,0,
2015,211,SUM,1,4,4,1,1,0,0,
2015,212,R,4,84,21,4,4,0,0,
2015,212,SUM,4,84,21,4,4,0,0,
2015,214,R,1,4,4,1,1,0,0,
2015,214,SUM,1,4,4,1,1,0,0,
2015,215,R,1,9,9,1,1,0,0,
2015,215,SUM,1,9,9,1,1,0,0,
2015,220,R,3,18,6,3,3,0,0,
2015,220,SUM,3,18,6,3,3,0,0,
2015,230,R,4,68,17,4,4,0,0,
2015,230,SUM,4,68,17,4,4,0,0,
2015,240,R,3,29,10,2,2,0,0,
2015,240,SUM,3,29,10,2,2,0,0,
2015,250,R,3,60,20,3,3,0,0,
2015,250,SUM,3,60,20,3,3,0,0,
2015,261,R,2,77,39,2,2,0,0,
2015,261,SUM,2,77,39,2,2,0,0,
2015,270,R,2,36,18,2,2,0,0,
2015,270,SUM,2,36,18,2,2,0,0,
2015,280,R,1,4,4,1,1,0,0,
2015,280,SUM,1,4,4,1,1,0,0,
2015,285,R,2,120,60,0,0,0,0,
2015,285,SUM,2,120,60,0,0,0,0,
2015,291,R,0,0,0,0,0,0,0,
2015,291,SUM,0,0,0,0,0,0,0,
2015,292,R,3,33,11,3,3,0,0,
2015,292,SUM,3,33,11,3,3,0,0,
2015,293,R,2,4,2,2,2,0,0,
2015,293,SUM,2,4,2,2,2,0,0,
2015,300,N,1,5,5,1,1,0,0,
2015,300,R,14,55,4,11,6,6,0,
2015,300,SUM,15,60,4,12,7,6,0,
2015,301,R,8,57,7,7,4,3,0,
2015,301,SUM,8,57,7,7,4,3,0,
2015,302,N,1,7,7,0,0,0,0,
2015,302,R,0,0,0,0,0,0,0,
2015,302,SUM,1,7,7,0,0,0,0,
2015,303,R,3,20,7,3,3,0,0,
2015,303,SUM,3,20,7,3,3,0,0,
2015,308,N,1,4,4,1,1,0,0,
2015,308,R,1,17,17,0,0,0,0,
